연도,분기,월,지하철역,호선명,00-06시,06-11시,11-14시,14-17시,17-21시,21-24시,위도,경도
2021,3,8,강남구청,분당선,1929,150018,64745,72713,146545,29556,37.517324,127.041203
2021,3,8,개포동,분당선,1789,56560,23434,29009,48407,13312,37.489116,127.06614
2021,3,8,구룡,분당선,1539,29697,11233,17094,19903,4834,37.486839,127.058856
2021,3,8,대모산입구,분당선,2804,58844,23798,28031,43252,10588,37.491373,127.07272
2021,3,8,도곡,분당선,2412,94757,42142,50690,88542,20535,37.491073,127.055319
2021,3,8,선릉,분당선,2684,276833,84487,88827,198168,39384,37.504571,127.048505
2021,3,8,선정릉,분당선,2089,129960,39025,45706,114668,21586,37.510516,127.043838
2021,3,8,수서,분당선,5673,196951,90386,103749,191498,49832,37.487425,127.1016645
2021,3,8,압구정로데오,분당선,2436,244471,136640,156933,305624,67146,37.527381,127.040534
2021,3,8,한티,분당선,3145,204459,111447,113449,216848,70917,37.496237,127.052873
2021,3,9,강남,2호선,14175,966615,503941,604149,1111806,356953,37.4974135,127.028008
2021,3,9,삼성(무역센터),2호선,9522,691576,264107,328631,675173,134755,37.508844,127.06316
2021,3,9,선릉,2호선,8764,694023,277915,350120,665218,156478,37.504571,127.048505
2021,3,9,역삼,2호선,9239,780602,246135,297818,665536,141001,37.500622,127.036456
2021,3,9,대청,3호선,3738,142279,59329,79914,123635,36210,37.493514,127.079532
2021,3,9,대치,3호선,2884,141707,76608,94403,148382,64121,37.494612,127.063642
2021,3,9,도곡,3호선,1865,80229,32422,39595,64867,16679,37.491073,127.055319
2021,3,9,매봉,3호선,1869,185969,63774,77207,167129,37063,37.486947,127.046769
2021,3,9,수서,3호선,6335,244985,115745,138594,227704,60613,37.487425,127.1016645
2021,3,9,신사,3호선,3759,374139,196123,242304,441836,120381,37.516334,127.020114
2021,3,9,압구정,3호선,4991,435532,224935,260170,447196,102323,37.527072,127.028461
2021,3,9,일원,3호선,3204,152408,72792,83876,104202,26474,37.483681,127.08439
2021,3,9,학여울,3호선,804,29869,17257,19906,25352,5818,37.496663,127.070594
2021,3,9,강남구청,7호선,3325,268147,88538,104447,223109,60456,37.517324,127.041203
2021,3,9,논현,7호선,3349,313394,103347,128026,284790,82368,37.511093,127.021415
2021,3,9,청담,7호선,6021,334929,93294,118088,253812,57903,37.519365,127.05335
2021,3,9,학동,7호선,3825,399796,95678,123148,325734,64290,37.514229,127.031656
2021,3,9,신논현,9호선,4060,364716,205589,241823,439995,136439,37.504598,127.02506
2021,3,9,봉은사,9호선2~3단계,2696,214538,92498,110986,215768,43898,37.514219,127.060245
2021,3,9,삼성중앙,9호선2~3단계,1056,97628,32925,40713,91577,19320,37.513011,127.053282
2021,3,9,선정릉,9호선2~3단계,2133,148468,51030,59684,131932,32720,37.510516,127.043838
2021,3,9,언주,9호선2~3단계,1861,152292,57566,67759,138172,29974,37.507287,127.033868
2021,3,9,강남구청,분당선,1734,144959,64016,74799,142435,30512,37.517324,127.041203
2021,3,9,개포동,분당선,1850,57119,25393,31063,49057,15855,37.489116,127.06614
2021,3,9,구룡,분당선,1416,32584,11351,18832,22102,6194,37.486839,127.058856
2021,3,9,대모산입구,분당선,2925,63294,26814,31419,48584,13220,37.491373,127.07272
2021,3,9,도곡,분당선,2273,93406,42416,54041,85507,21293,37.491073,127.055319
2021,3,9,선릉,분당선,2664,267654,82676,90480,189510,41150,37.504571,127.048505
2021,3,9,선정릉,분당선,1986,123952,39534,48571,107938,21966,37.510516,127.043838
2021,3,9,수서,분당선,5643,193639,92443,106605,185254,51544,37.487425,127.1016645
2021,3,9,압구정로데오,분당선,2256,237220,135128,162427,303874,72483,37.527381,127.040534
2021,3,9,한티,분당선,2961,196782,109042,118312,216056,72776,37.496237,127.052873
2021,4,10,강남,2호선,15031,1040035,560099,674533,1235514,463136,37.4974135,127.028008
2021,4,10,삼성(무역센터),2호선,10153,765131,317927,390303,765073,168395,37.508844,127.06316
2021,4,10,선릉,2호선,9299,750044,317011,394526,731456,191137,37.504571,127.048505
2021,4,10,역삼,2호선,9767,846646,277318,328643,727314,172941,37.500622,127.036456
2021,4,10,대청,3호선,4092,154396,66996,84266,133151,41676,37.493514,127.079532
2021,4,10,대치,3호선,3080,151653,82658,99781,154942,68818,37.494612,127.063642
2021,4,10,도곡,3호선,1963,87832,37962,44863,71515,19252,37.491073,127.055319
2021,4,10,매봉,3호선,2088,195872,71937,84475,178299,44023,37.486947,127.046769
2021,4,10,수서,3호선,7148,273802,136722,157995,258239,72943,37.487425,127.1016645
2021,4,10,신사,3호선,4169,405678,227352,283280,498479,156575,37.516334,127.020114
2021,4,10,압구정,3호선,5216,467642,247959,288972,481243,119901,37.527072,127.028461
2021,4,10,일원,3호선,3248,159778,79641,89556,109732,28890,37.483681,127.08439
2021,4,10,학여울,3호선,800,34667,22607,26024,29838,7263,37.496663,127.070594
2021,4,10,강남구청,7호선,3267,291486,102124,119599,242325,72992,37.517324,127.041203
2021,4,10,논현,7호선,3414,335061,113513,141695,308649,99937,37.511093,127.021415
2021,4,10,청담,7호선,6771,367175,108395,135471,278923,66537,37.519365,127.05335
2021,4,10,학동,7호선,4359,430894,113536,143650,351097,76365,37.514229,127.031656
2021,4,10,신논현,9호선,4291,397578,230020,273522,493861,174395,37.504598,127.02506
2021,4,10,봉은사,9호선2~3단계,2769,238076,114297,136916,243461,53482,37.514219,127.060245
2021,4,10,삼성중앙,9호선2~3단계,1145,105597,37103,45417,100453,23722,37.513011,127.053282
2021,4,10,선정릉,9호선2~3단계,2324,161580,59369,67422,145631,39183,37.510516,127.043838
2021,4,10,언주,9호선2~3단계,1945,165466,68240,79789,152219,34879,37.507287,127.033868
2021,4,10,강남구청,분당선,2012,156346,72235,84317,154982,36693,37.517324,127.041203
2021,4,10,개포동,분당선,1988,64319,28622,35198,53263,18495,37.489116,127.06614
2021,4,10,구룡,분당선,1551,37801,14340,20738,23522,6210,37.486839,127.058856
2021,4,10,대모산입구,분당선,3276,72048,32029,37395,54350,16588,37.491373,127.07272
2021,4,10,도곡,분당선,2466,102265,48744,60906,92594,24733,37.491073,127.055319
2021,4,10,선릉,분당선,2928,289323,94251,101122,206734,48872,37.504571,127.048505
2021,4,10,선정릉,분당선,2105,134106,45043,53777,116910,26258,37.510516,127.043838
2021,4,10,수서,분당선,6207,219728,109265,122487,211819,62643,37.487425,127.1016645
2021,4,10,압구정로데오,분당선,2448,263004,156098,189467,345460,99815,37.527381,127.040534
2021,4,10,한티,분당선,3199,210181,118489,126930,224710,78953,37.496237,127.052873
2021,4,11,강남,2호선,20104,1177318,575158,710317,1453644,538728,37.4974135,127.028008
2021,4,11,삼성(무역센터),2호선,13479,918030,342537,427423,922475,200768,37.508844,127.06316
2021,4,11,선릉,2호선,11033,870750,337842,425004,858390,217079,37.504571,127.048505
2021,4,11,역삼,2호선,10139,1016350,294853,358381,874799,198673,37.500622,127.036456
2021,4,11,대청,3호선,4425,170008,64875,86862,148812,43591,37.493514,127.079532
2021,4,11,대치,3호선,3199,160363,82409,107501,168375,64083,37.494612,127.063642
2021,4,11,도곡,3호선,3167,98592,40168,48376,81699,20597,37.491073,127.055319
2021,4,11,매봉,3호선,2451,220986,75056,89201,203614,46746,37.486947,127.046769
2021,4,11,수서,3호선,7965,297854,138030,161203,279933,76489,37.487425,127.1016645
2021,4,11,신사,3호선,4804,454889,227873,288095,558094,164378,37.516334,127.020114
2021,4,11,압구정,3호선,6667,515271,254927,302996,546299,126771,37.527072,127.028461
2021,4,11,일원,3호선,3382,176692,85384,97834,122947,30640,37.483681,127.08439
2021,4,11,학여울,3호선,845,38642,22654,27239,32791,7487,37.496663,127.070594
2021,4,11,강남구청,7호선,3939,326280,103379,123553,275854,76921,37.517324,127.041203
2021,4,11,논현,7호선,4419,377761,114248,144918,351627,106642,37.511093,127.021415
2021,4,11,청담,7호선,8035,419299,114171,143881,320758,71882,37.519365,127.05335
2021,4,11,학동,7호선,5367,501386,120821,155287,414555,83567,37.514229,127.031656
2021,4,11,신논현,9호선,6241,448764,230581,280951,572455,195776,37.504598,127.02506
2021,4,11,봉은사,9호선2~3단계,2861,281071,124789,150645,290656,62741,37.514219,127.060245
2021,4,11,삼성중앙,9호선2~3단계,1218,123460,38353,48762,118761,25664,37.513011,127.053282
2021,4,11,선정릉,9호선2~3단계,2285,185617,60353,69948,165930,41266,37.510516,127.043838
2021,4,11,언주,9호선2~3단계,2288,188862,70843,85290,178137,37623,37.507287,127.033868
2021,4,11,강남구청,분당선,2849,179029,76277,89530,182918,40345,37.517324,127.041203
2021,4,11,개포동,분당선,1994,67729,29098,36011,58036,17687,37.489116,127.06614
2021,4,11,구룡,분당선,1705,39264,13726,21020,26378,8466,37.486839,127.058856
2021,4,11,대모산입구,분당선,3330,80009,31849,37897,60344,17777,37.491373,127.07272
2021,4,11,도곡,분당선,2972,110643,51195,66074,104100,26038,37.491073,127.055319
2021,4,11,선릉,분당선,3690,342386,100624,108829,243970,54119,37.504571,127.048505
2021,4,11,선정릉,분당선,2578,154320,47449,56733,135716,27435,37.510516,127.043838
2021,4,11,수서,분당선,6615,241091,111347,126562,229468,66473,37.487425,127.1016645
2021,4,11,압구정로데오,분당선,3712,288221,147431,186378,383281,93976,37.527381,127.040534
2021,4,11,한티,분당선,3542,222009,119416,135617,246841,76443,37.496237,127.052873
2021,4,12,강남,2호선,17680,1137321,585107,746847,1395484,481997,37.4974135,127.028008
2021,4,12,삼성(무역센터),2호선,11912,877687,361085,469636,926116,200927,37.508844,127.06316
2021,4,12,선릉,2호선,10225,848438,337171,429514,826283,210485,37.504571,127.048505
2021,4,12,역삼,2호선,10308,981398,298269,372703,846998,191303,37.500622,127.036456
2021,4,12,대청,3호선,4304,161675,66298,86171,145084,43329,37.493514,127.079532
2021,4,12,대치,3호선,2976,150404,79182,105363,158322,55267,37.494612,127.063642
2021,4,12,도곡,3호선,2270,92671,38432,46207,77442,20015,37.491073,127.055319
2021,4,12,매봉,3호선,2271,215781,72226,89531,200850,46712,37.486947,127.046769
2021,4,12,수서,3호선,7268,285632,137294,164005,273691,74714,37.487425,127.1016645
2021,4,12,신사,3호선,4364,452091,234273,303182,559929,160351,37.516334,127.020114
2021,4,12,압구정,3호선,5684,516802,263244,316774,567748,131643,37.527072,127.028461
2021,4,12,일원,3호선,3173,171208,84023,96445,120595,30072,37.483681,127.08439
2021,4,12,학여울,3호선,839,34482,17699,21190,29328,7026,37.496663,127.070594
2021,4,12,강남구청,7호선,3493,318842,103093,127541,274621,75982,37.517324,127.041203
2021,4,12,논현,7호선,4063,372958,117497,151851,345056,101974,37.511093,127.021415
2021,4,12,청담,7호선,6979,410519,112120,147150,313289,71298,37.519365,127.05335
2021,4,12,학동,7호선,4829,496755,121365,161407,409958,83871,37.514229,127.031656
2021,4,12,신논현,9호선,5232,438272,240870,301812,565059,184433,37.504598,127.02506
2021,4,12,봉은사,9호선2~3단계,2740,269432,130974,164347,296350,67230,37.514219,127.060245
2021,4,12,삼성중앙,9호선2~3단계,1225,119102,39560,49929,115846,25619,37.513011,127.053282
2021,4,12,선정릉,9호선2~3단계,2249,179262,59762,70585,161163,39971,37.510516,127.043838
2021,4,12,언주,9호선2~3단계,2283,185900,72810,89596,178282,38308,37.507287,127.033868
2021,4,12,강남구청,분당선,2648,173545,78358,94282,184386,39885,37.517324,127.041203
2021,4,12,개포동,분당선,1792,64096,28161,36156,55261,17219,37.489116,127.06614
2021,4,12,구룡,분당선,1451,38046,14156,22589,24505,6864,37.486839,127.058856
2021,4,12,대모산입구,분당선,2998,76140,31704,37863,58956,18410,37.491373,127.07272
2021,4,12,도곡,분당선,2813,109603,51708,64585,101704,26787,37.491073,127.055319
2021,4,12,선릉,분당선,3336,337080,100151,111859,236943,54379,37.504571,127.048505
2021,4,12,선정릉,분당선,2460,150274,46379,58200,132508,27504,37.510516,127.043838
2021,4,12,수서,분당선,6182,230122,110516,128292,224207,64014,37.487425,127.1016645
2021,4,12,압구정로데오,분당선,2917,288069,154870,199520,397270,101179,37.527381,127.040534
2021,4,12,한티,분당선,3268,215153,114738,134930,237301,70234,37.496237,127.052873
2022,1,1,강남,2호선,15131,1128475,611200,757998,1353366,475275,37.4974135,127.028008
2022,1,1,삼성(무역센터),2호선,9526,812881,311547,396843,838839,176400,37.508844,127.06316
2022,1,1,선릉,2호선,8897,780576,305703,392517,782659,202932,37.504571,127.048505
2022,1,1,역삼,2호선,9511,935225,283978,349351,815525,189429,37.500622,127.036456
2022,1,1,대청,3호선,4233,146823,64466,76717,138458,43500,37.493514,127.079532
2022,1,1,대치,3호선,2946,163867,95056,103571,166585,70514,37.494612,127.063642
2022,1,1,도곡,3호선,1706,86593,36551,42074,74016,20688,37.491073,127.055319
2022,1,1,매봉,3호선,2070,201543,69161,83481,189109,44985,37.486947,127.046769
2022,1,1,수서,3호선,6542,263355,131237,152289,254931,74276,37.487425,127.1016645
2022,1,1,신사,3호선,3679,433445,238318,306382,540583,151483,37.516334,127.020114
2022,1,1,압구정,3호선,4856,493226,264527,306262,532479,123276,37.527072,127.028461
2022,1,1,일원,3호선,3077,153402,80944,90550,114317,30950,37.483681,127.08439
2022,1,1,학여울,3호선,753,29953,13854,17871,25539,6934,37.496663,127.070594
2022,1,1,강남구청,7호선,2978,297271,97108,115469,254326,72429,37.517324,127.041203
2022,1,1,논현,7호선,3177,347928,116204,145581,320740,98678,37.511093,127.021415
2022,1,1,청담,7호선,5982,378392,106594,131834,290062,67340,37.519365,127.05335
2022,1,1,학동,7호선,3856,460383,110888,144770,379721,79392,37.514229,127.031656
2022,1,1,신논현,9호선,4130,421559,243796,298041,531892,175521,37.504598,127.02506
2022,1,1,봉은사,9호선2~3단계,2492,248109,112571,134303,260807,57658,37.514219,127.060245
2022,1,1,삼성중앙,9호선2~3단계,1104,111823,37094,45634,109405,25887,37.513011,127.053282
2022,1,1,선정릉,9호선2~3단계,1854,166994,55608,64494,150409,38455,37.510516,127.043838
2022,1,1,언주,9호선2~3단계,1971,178213,66739,80880,167219,37672,37.507287,127.033868
2022,1,1,강남구청,분당선,2275,161888,71817,85143,169105,39850,37.517324,127.041203
2022,1,1,개포동,분당선,1575,57842,27911,33200,52450,17000,37.489116,127.06614
2022,1,1,구룡,분당선,1198,29964,13246,18140,22475,5997,37.486839,127.058856
2022,1,1,대모산입구,분당선,2547,70936,32591,35735,56630,19254,37.491373,127.07272
2022,1,1,도곡,분당선,2564,100912,50046,59600,98256,26978,37.491073,127.055319
2022,1,1,선릉,분당선,2757,311252,91435,102567,224204,52422,37.504571,127.048505
2022,1,1,선정릉,분당선,2088,140286,42960,52610,125373,26529,37.510516,127.043838
2022,1,1,수서,분당선,5846,213206,105359,118285,206782,62415,37.487425,127.1016645
2022,1,1,압구정로데오,분당선,2209,273708,153311,194163,369900,95392,37.527381,127.040534
2022,1,1,한티,분당선,3102,219146,129521,132479,244799,82383,37.496237,127.052873
2022,1,2,강남,2호선,13823,944246,515096,631408,1105239,381547,37.4974135,127.028008
2022,1,2,삼성(무역센터),2호선,8919,667600,269483,335165,692843,145733,37.508844,127.06316
2022,1,2,선릉,2호선,8038,647905,265217,333140,657754,159237,37.504571,127.048505
2022,1,2,역삼,2호선,8632,765972,242640,291493,671256,154418,37.500622,127.036456
2022,1,2,대청,3호선,3684,127442,56520,65984,117680,35478,37.493514,127.079532
2022,1,2,대치,3호선,2550,133254,79721,88366,140068,58288,37.494612,127.063642
2022,1,2,도곡,3호선,1578,73756,31706,35810,62163,16640,37.491073,127.055319
2022,1,2,매봉,3호선,1743,169442,58785,69366,156892,36221,37.486947,127.046769
2022,1,2,수서,3호선,5669,223072,113390,129290,218058,60606,37.487425,127.1016645
2022,1,2,신사,3호선,3180,366402,205040,259029,449294,124662,37.516334,127.020114
2022,1,2,압구정,3호선,4156,421317,222086,256913,440211,99651,37.527072,127.028461
2022,1,2,일원,3호선,2599,133309,70603,77108,96443,24921,37.483681,127.08439
2022,1,2,학여울,3호선,674,28058,18816,21185,23547,5562,37.496663,127.070594
2022,1,2,강남구청,7호선,2710,255489,87274,99413,212445,59041,37.517324,127.041203
2022,1,2,논현,7호선,2911,295545,100450,124102,269190,79625,37.511093,127.021415
2022,1,2,청담,7호선,5506,324671,92146,112951,247790,55931,37.519365,127.05335
2022,1,2,학동,7호선,3334,387680,96416,124336,318788,64657,37.514229,127.031656
2022,1,2,신논현,9호선,3544,353095,206659,248976,435965,141308,37.504598,127.02506
2022,1,2,봉은사,9호선2~3단계,2275,213918,102676,120950,224867,47561,37.514219,127.060245
2022,1,2,삼성중앙,9호선2~3단계,903,94721,32411,39131,91865,21110,37.513011,127.053282
2022,1,2,선정릉,9호선2~3단계,1589,141090,47764,54963,127094,30910,37.510516,127.043838
2022,1,2,언주,9호선2~3단계,1854,150655,58753,69377,139320,31348,37.507287,127.033868
2022,1,2,강남구청,분당선,1747,141164,66382,73371,138291,32251,37.517324,127.041203
2022,1,2,개포동,분당선,1442,50390,24502,28295,44096,14083,37.489116,127.06614
2022,1,2,구룡,분당선,1059,26320,11490,16230,19280,4906,37.486839,127.058856
2022,1,2,대모산입구,분당선,2256,61546,28019,30401,49306,15607,37.491373,127.07272
2022,1,2,도곡,분당선,2304,87590,42445,51256,81751,21765,37.491073,127.055319
2022,1,2,선릉,분당선,2403,255599,79019,85721,186431,39575,37.504571,127.048505
2022,1,2,선정릉,분당선,1620,118200,38502,44782,105725,21620,37.510516,127.043838
2022,1,2,수서,분당선,5234,181617,91358,101453,176421,52036,37.487425,127.1016645
2022,1,2,압구정로데오,분당선,1940,238904,133454,166340,305846,77434,37.527381,127.040534
2022,1,2,한티,분당선,2710,184219,109046,111117,204497,65911,37.496237,127.052873
2022,1,3,강남,2호선,15931,1050504,507651,631883,1201611,468259,37.4974135,127.028008
2022,1,3,삼성(무역센터),2호선,12842,757272,278151,346728,737515,171120,37.508844,127.06316
2022,1,3,선릉,2호선,9561,744204,286274,365552,731796,194746,37.504571,127.048505
2022,1,3,역삼,2호선,9732,869880,256183,305568,727436,169441,37.500622,127.036456
2022,1,3,대청,3호선,4493,148810,58407,77332,130531,40140,37.493514,127.079532
2022,1,3,대치,3호선,2962,149677,74452,95528,154111,67850,37.494612,127.063642
2022,1,3,도곡,3호선,2849,85727,33002,41099,69325,18804,37.491073,127.055319
2022,1,3,매봉,3호선,2287,192634,62320,74515,170542,40448,37.486947,127.046769
2022,1,3,수서,3호선,7037,255995,119849,142759,239966,67043,37.487425,127.1016645
2022,1,3,신사,3호선,3700,410262,209045,260544,487178,154398,37.516334,127.020114
2022,1,3,압구정,3호선,5895,470047,225524,264479,472654,108049,37.527072,127.028461
2022,1,3,일원,3호선,3046,159757,75211,87551,109789,28190,37.483681,127.08439
2022,1,3,학여울,3호선,747,32554,24350,30872,30705,6565,37.496663,127.070594
2022,1,3,강남구청,7호선,3215,288137,91598,106658,234979,70464,37.517324,127.041203
2022,1,3,논현,7호선,3500,333647,105921,129935,300971,94360,37.511093,127.021415
2022,1,3,청담,7호선,7148,371931,100371,126115,280198,64915,37.519365,127.05335
2022,1,3,학동,7호선,3975,444087,106339,135379,357821,76611,37.514229,127.031656
2022,1,3,신논현,9호선,4561,397739,208954,252260,478877,165671,37.504598,127.02506
2022,1,3,봉은사,9호선2~3단계,2535,242264,104348,124525,238492,52451,37.514219,127.060245
2022,1,3,삼성중앙,9호선2~3단계,1073,107274,34540,42059,100117,23298,37.513011,127.053282
2022,1,3,선정릉,9호선2~3단계,1772,161098,51790,59390,143203,35330,37.510516,127.043838
2022,1,3,언주,9호선2~3단계,2264,166408,60425,71273,149647,33916,37.507287,127.033868
2022,1,3,강남구청,분당선,2366,162253,67773,76319,152623,37282,37.517324,127.041203
2022,1,3,개포동,분당선,1802,59875,26260,33015,51097,16819,37.489116,127.06614
2022,1,3,구룡,분당선,1444,39448,13343,22359,26078,8126,37.486839,127.058856
2022,1,3,대모산입구,분당선,2563,72684,30291,34336,55333,16984,37.491373,127.07272
2022,1,3,도곡,분당선,2901,102475,46867,56815,91501,25188,37.491073,127.055319
2022,1,3,선릉,분당선,2976,291258,83318,92592,208448,47513,37.504571,127.048505
2022,1,3,선정릉,분당선,2163,136254,41469,48959,118471,24618,37.510516,127.043838
2022,1,3,수서,분당선,6613,206453,95037,111375,195587,58554,37.487425,127.1016645
2022,1,3,압구정로데오,분당선,2388,267794,139721,176557,336451,91720,37.527381,127.040534
2022,1,3,한티,분당선,3428,211897,108686,119553,221161,77295,37.496237,127.052873
2022,2,4,강남,2호선,18709,1152234,555142,686488,1372319,529072,37.4974135,127.028008
2022,2,4,삼성(무역센터),2호선,14998,837439,312388,387498,828352,189473,37.508844,127.06316
2022,2,4,선릉,2호선,10834,818580,317135,396827,814321,214112,37.504571,127.048505
2022,2,4,역삼,2호선,10205,958119,279269,332429,811535,185606,37.500622,127.036456
2022,2,4,대청,3호선,4833,165633,64507,86376,141658,45289,37.493514,127.079532
2022,2,4,대치,3호선,3300,163213,80355,103793,159545,67576,37.494612,127.063642
2022,2,4,도곡,3호선,3325,94027,40257,49554,78045,20975,37.491073,127.055319
2022,2,4,매봉,3호선,2572,209602,75329,89997,193526,47609,37.486947,127.046769
2022,2,4,수서,3호선,7801,290043,136086,162389,271063,78829,37.487425,127.1016645
2022,2,4,신사,3호선,4743,439155,230388,283046,543664,169915,37.516334,127.020114
2022,2,4,압구정,3호선,6729,504327,251830,295252,526202,122579,37.527072,127.028461
2022,2,4,일원,3호선,3449,176699,82982,98520,119967,32358,37.483681,127.08439
2022,2,4,학여울,3호선,807,37846,21831,26211,31917,7254,37.496663,127.070594
2022,2,4,강남구청,7호선,3728,312014,98246,116999,259578,76764,37.517324,127.041203
2022,2,4,논현,7호선,4068,363056,113971,141748,333044,105630,37.511093,127.021415
2022,2,4,청담,7호선,8387,405755,111341,139046,308045,70901,37.519365,127.05335
2022,2,4,학동,7호선,4004,477336,116180,147234,388398,81154,37.514229,127.031656
2022,2,4,신논현,9호선,6345,442151,233613,278553,550897,194458,37.504598,127.02506
2022,2,4,봉은사,9호선2~3단계,2715,274127,119470,141689,269330,59462,37.514219,127.060245
2022,2,4,삼성중앙,9호선2~3단계,1161,118343,38550,47786,112908,25581,37.513011,127.053282
2022,2,4,선정릉,9호선2~3단계,2118,179411,58695,67764,161603,39880,37.510516,127.043838
2022,2,4,언주,9호선2~3단계,2487,181335,67882,79456,165886,36581,37.507287,127.033868
2022,2,4,강남구청,분당선,2815,176673,74062,83838,173532,40057,37.517324,127.041203
2022,2,4,개포동,분당선,1904,67906,30777,38195,58145,19644,37.489116,127.06614
2022,2,4,구룡,분당선,1638,44213,15158,23667,28862,8189,37.486839,127.058856
2022,2,4,대모산입구,분당선,2744,81745,33173,37294,60045,19026,37.491373,127.07272
2022,2,4,도곡,분당선,3080,114362,53982,68736,102623,28012,37.491073,127.055319
2022,2,4,선릉,분당선,3413,323991,92764,101974,233896,52500,37.504571,127.048505
2022,2,4,선정릉,분당선,2524,147554,45823,54739,130212,26709,37.510516,127.043838
2022,2,4,수서,분당선,7470,236780,108749,124857,220950,66914,37.487425,127.1016645
2022,2,4,압구정로데오,분당선,3402,288681,156905,196651,383440,99038,37.527381,127.040534
2022,2,4,한티,분당선,3867,226267,115814,128930,231843,80147,37.496237,127.052873
2022,2,5,강남,2호선,25444,1240904,601207,740214,1491516,600046,37.4974135,127.028008
2022,2,5,삼성(무역센터),2호선,16114,933525,354544,435905,924220,217744,37.508844,127.06316
2022,2,5,선릉,2호선,12111,889239,342514,425348,875543,245899,37.504571,127.048505
2022,2,5,역삼,2호선,11763,1046626,300534,359774,865829,210262,37.500622,127.036456
2022,2,5,대청,3호선,5737,178624,71549,93089,152528,52017,37.493514,127.079532
2022,2,5,대치,3호선,3837,178764,91966,115066,178420,79954,37.494612,127.063642
2022,2,5,도곡,3호선,4075,101581,42818,52629,84619,24550,37.491073,127.055319
2022,2,5,매봉,3호선,2866,228609,81215,97077,206337,54558,37.486947,127.046769
2022,2,5,수서,3호선,8986,319503,150108,177971,291726,92505,37.487425,127.1016645
2022,2,5,신사,3호선,6734,469352,252530,305091,584446,190421,37.516334,127.020114
2022,2,5,압구정,3호선,7722,541310,277678,322925,573724,142057,37.527072,127.028461
2022,2,5,일원,3호선,3875,192046,91847,107309,132203,37160,37.483681,127.08439
2022,2,5,학여울,3호선,831,48895,34206,38970,35915,8618,37.496663,127.070594
2022,2,5,강남구청,7호선,4107,333326,105230,124876,276144,85110,37.517324,127.041203
2022,2,5,논현,7호선,5046,386232,120037,148889,354953,118790,37.511093,127.021415
2022,2,5,청담,7호선,9320,433794,123341,150321,328802,80816,37.519365,127.05335
2022,2,5,학동,7호선,4501,504483,125839,157173,410565,89699,37.514229,127.031656
2022,2,5,신논현,9호선,8819,480202,255951,302051,605486,225103,37.504598,127.02506
2022,2,5,봉은사,9호선2~3단계,3268,307722,145819,168802,310492,74399,37.514219,127.060245
2022,2,5,삼성중앙,9호선2~3단계,1389,131610,43201,53434,123095,29429,37.513011,127.053282
2022,2,5,선정릉,9호선2~3단계,2497,194165,65473,72405,174203,46100,37.510516,127.043838
2022,2,5,언주,9호선2~3단계,2996,194185,73405,86547,176429,41257,37.507287,127.033868
2022,2,5,강남구청,분당선,3287,189854,79483,90082,186312,44410,37.517324,127.041203
2022,2,5,개포동,분당선,2220,72892,32871,41912,62246,22412,37.489116,127.06614
2022,2,5,구룡,분당선,1853,46956,15764,25258,32088,10303,37.486839,127.058856
2022,2,5,대모산입구,분당선,3189,89151,36598,41590,65802,22161,37.491373,127.07272
2022,2,5,도곡,분당선,3505,123508,57816,73157,111026,32219,37.491073,127.055319
2022,2,5,선릉,분당선,4001,352749,101074,110112,249973,60858,37.504571,127.048505
2022,2,5,선정릉,분당선,2673,156321,51836,58899,135719,29408,37.510516,127.043838
2022,2,5,수서,분당선,8579,258954,118925,136123,242382,78726,37.487425,127.1016645
2022,2,5,압구정로데오,분당선,4259,308837,168754,207625,409143,109252,37.527381,127.040534
2022,2,5,한티,분당선,4408,247793,130282,145302,257451,90638,37.496237,127.052873
2022,2,6,강남,2호선,40935,1170438,562575,693507,1366863,551608,37.4974135,127.028008
2022,2,6,삼성(무역센터),2호선,18044,915760,369904,462812,926402,220696,37.508844,127.06316
2022,2,6,선릉,2호선,18345,865029,341875,415118,852565,235740,37.504571,127.048505
2022,2,6,역삼,2호선,16802,1028648,305241,362614,862373,203890,37.500622,127.036456
2022,2,6,대청,3호선,5424,175038,68824,91110,148214,49785,37.493514,127.079532
2022,2,6,대치,3호선,3738,172043,87412,113143,171835,74979,37.494612,127.063642
2022,2,6,도곡,3호선,3477,96373,40362,49458,79921,23212,37.491073,127.055319
2022,2,6,매봉,3호선,2744,222088,78914,93393,199535,51520,37.486947,127.046769
2022,2,6,수서,3호선,8781,305814,144320,170230,281607,87730,37.487425,127.1016645
2022,2,6,신사,3호선,6477,426888,228559,275861,517157,173030,37.516334,127.020114
2022,2,6,압구정,3호선,7613,531238,274884,318238,555217,142513,37.527072,127.028461
2022,2,6,일원,3호선,4005,187949,89094,105828,128165,35991,37.483681,127.08439
2022,2,6,학여울,3호선,771,39686,22723,27016,32685,8252,37.496663,127.070594
2022,2,6,강남구청,7호선,6448,328965,104072,122703,275097,82033,37.517324,127.041203
2022,2,6,논현,7호선,8627,348234,105172,129719,318512,108764,37.511093,127.021415
2022,2,6,청담,7호선,9386,419618,120263,146364,320767,77851,37.519365,127.05335
2022,2,6,학동,7호선,6426,486433,122786,151791,401061,85543,37.514229,127.031656
2022,2,6,신논현,9호선,14290,439843,232591,276230,545722,210937,37.504598,127.02506
2022,2,6,봉은사,9호선2~3단계,4581,305208,154239,182287,321813,76600,37.514219,127.060245
