STDR_YY_CD,STDR_QU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,TOT_WRC_POPLTN_CO,ML_WRC_POPLTN_CO,FML_WRC_POPLTN_CO,AGRDE_10_WRC_POPLTN_CO,AGRDE_20_WRC_POPLTN_CO,AGRDE_30_WRC_POPLTN_CO,AGRDE_40_WRC_POPLTN_CO,AGRDE_50_WRC_POPLTN_CO,AGRDE_60_ABOVE_WRC_POPLTN_CO,MAG_10_WRC_POPLTN_CO,MAG_20_WRC_POPLTN_CO,MAG_30_WRC_POPLTN_CO,MAG_40_WRC_POPLTN_CO,MAG_50_WRC_POPLTN_CO,MAG_60_ABOVE_WRC_POPLTN_CO,FAG_10_WRC_POPLTN_CO,FAG_20_WRC_POPLTN_CO,FAG_30_WRC_POPLTN_CO,FAG_40_WRC_POPLTN_CO,FAG_50_WRC_POPLTN_CO,FAG_60_ABOVE_WRC_POPLTN_CO
2021,1,A,골목상권,2110776,도신초등학교,168.0,106.0,62.0,0.0,12.0,20.0,48.0,63.0,25.0,0.0,11.0,10.0,35.0,34.0,16.0,0.0,1.0,10.0,13.0,29.0,9.0
2021,1,A,골목상권,2110777,구로세무서,282.0,210.0,72.0,0.0,36.0,41.0,47.0,83.0,75.0,0.0,13.0,30.0,32.0,66.0,69.0,0.0,23.0,11.0,15.0,17.0,6.0
2021,1,A,골목상권,2110778,구로디지털단지역 4번,1615.0,878.0,737.0,0.0,248.0,461.0,489.0,233.0,184.0,0.0,122.0,282.0,196.0,145.0,133.0,0.0,126.0,179.0,293.0,88.0,51.0
2021,1,A,골목상권,2110779,대림갑을명가아파트,33.0,24.0,9.0,0.0,2.0,5.0,13.0,7.0,6.0,0.0,1.0,4.0,10.0,4.0,5.0,0.0,1.0,1.0,3.0,3.0,1.0
2021,1,A,골목상권,2110780,신길대성유니드아파트,223.0,171.0,52.0,0.0,22.0,42.0,71.0,56.0,32.0,0.0,18.0,34.0,51.0,41.0,27.0,0.0,4.0,8.0,20.0,15.0,5.0
2021,1,A,골목상권,2110781,대림한신아파트,182.0,112.0,70.0,0.0,23.0,29.0,51.0,38.0,41.0,0.0,8.0,16.0,34.0,23.0,31.0,0.0,15.0,13.0,17.0,15.0,10.0
2021,1,A,골목상권,2110782,영등포시장역 4번,127.0,87.0,40.0,1.0,13.0,24.0,48.0,27.0,14.0,1.0,5.0,16.0,36.0,17.0,12.0,0.0,8.0,8.0,12.0,10.0,2.0
2021,1,A,골목상권,2110783,영등포시장역 1번,292.0,154.0,138.0,1.0,26.0,37.0,35.0,67.0,126.0,1.0,19.0,27.0,16.0,33.0,58.0,0.0,7.0,10.0,19.0,34.0,68.0
2021,1,A,골목상권,2110784,신대림초등학교,76.0,42.0,34.0,0.0,3.0,11.0,18.0,36.0,8.0,0.0,0.0,7.0,12.0,18.0,5.0,0.0,3.0,4.0,6.0,18.0,3.0
2021,1,A,골목상권,2110785,영등포푸르지오아파트,161.0,84.0,77.0,2.0,13.0,17.0,39.0,44.0,46.0,2.0,8.0,12.0,24.0,14.0,24.0,0.0,5.0,5.0,15.0,30.0,22.0
2021,1,A,골목상권,2110786,당산역 8번,271.0,179.0,92.0,2.0,20.0,41.0,60.0,51.0,97.0,2.0,8.0,21.0,42.0,38.0,68.0,0.0,12.0,20.0,18.0,13.0,29.0
2021,1,A,골목상권,2110787,신길3동주민센터,171.0,122.0,49.0,0.0,19.0,35.0,47.0,42.0,28.0,0.0,8.0,25.0,36.0,31.0,22.0,0.0,11.0,10.0,11.0,11.0,6.0
2021,1,A,골목상권,2110788,영등포시장역 3번,28.0,22.0,6.0,0.0,4.0,5.0,7.0,9.0,3.0,0.0,3.0,5.0,6.0,6.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0
2021,1,A,골목상권,2110789,대림성모병원,491.0,182.0,309.0,0.0,104.0,137.0,115.0,93.0,42.0,0.0,16.0,44.0,49.0,43.0,30.0,0.0,88.0,93.0,66.0,50.0,12.0
2021,1,A,골목상권,2110790,대림1동주민센터,739.0,336.0,403.0,1.0,74.0,163.0,280.0,161.0,60.0,1.0,46.0,71.0,88.0,77.0,53.0,0.0,28.0,92.0,192.0,84.0,7.0
2021,1,A,골목상권,2110791,신풍역 3번,25.0,17.0,8.0,0.0,1.0,5.0,9.0,9.0,1.0,0.0,0.0,2.0,6.0,8.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0
2021,1,A,골목상권,2110792,영등포역 2번,3400.0,1767.0,1633.0,28.0,563.0,880.0,843.0,862.0,224.0,11.0,229.0,398.0,466.0,530.0,133.0,17.0,334.0,482.0,377.0,332.0,91.0
2021,1,A,골목상권,2110794,영동초등학교,632.0,494.0,138.0,0.0,87.0,115.0,178.0,167.0,85.0,0.0,47.0,89.0,148.0,135.0,75.0,0.0,40.0,26.0,30.0,32.0,10.0
2021,1,A,골목상권,2110795,도림초등학교,533.0,356.0,177.0,0.0,20.0,49.0,80.0,128.0,256.0,0.0,8.0,36.0,48.0,74.0,190.0,0.0,12.0,13.0,32.0,54.0,66.0
2021,1,A,골목상권,2110796,한림대학교한강성심병원,87.0,52.0,35.0,1.0,7.0,19.0,26.0,19.0,15.0,0.0,4.0,11.0,17.0,9.0,11.0,1.0,3.0,8.0,9.0,10.0,4.0
2021,1,A,골목상권,2110797,KT대방빌딩,52.0,10.0,42.0,1.0,7.0,10.0,12.0,11.0,11.0,0.0,0.0,0.0,1.0,3.0,6.0,1.0,7.0,10.0,11.0,8.0,5.0
2021,1,A,골목상권,2110798,신풍역 2번,53.0,20.0,33.0,0.0,2.0,13.0,14.0,13.0,11.0,0.0,0.0,3.0,3.0,6.0,8.0,0.0,2.0,10.0,11.0,7.0,3.0
2021,1,A,골목상권,2110799,영등포본동주민센터,119.0,86.0,33.0,5.0,21.0,16.0,11.0,22.0,44.0,3.0,12.0,10.0,6.0,15.0,40.0,2.0,9.0,6.0,5.0,7.0,4.0
2021,1,A,골목상권,2110800,영등포동성당,227.0,153.0,74.0,0.0,26.0,34.0,61.0,66.0,40.0,0.0,13.0,22.0,37.0,46.0,35.0,0.0,13.0,12.0,24.0,20.0,5.0
2021,1,A,골목상권,2110802,신길동홍어거리,336.0,159.0,177.0,1.0,59.0,113.0,86.0,61.0,16.0,0.0,18.0,45.0,44.0,40.0,12.0,1.0,41.0,68.0,42.0,21.0,4.0
2021,1,A,골목상권,2110803,신길2동우편취급국,304.0,220.0,84.0,0.0,17.0,27.0,56.0,62.0,142.0,0.0,6.0,14.0,33.0,39.0,128.0,0.0,11.0,13.0,23.0,23.0,14.0
2021,1,A,골목상권,2110804,신풍역 1번,312.0,187.0,125.0,0.0,15.0,37.0,62.0,63.0,135.0,0.0,4.0,15.0,29.0,35.0,104.0,0.0,11.0,22.0,33.0,28.0,31.0
2021,1,A,골목상권,2110805,신길새마을금고신길4동지점,45.0,27.0,18.0,0.0,6.0,12.0,12.0,8.0,7.0,0.0,2.0,7.0,6.0,5.0,7.0,0.0,4.0,5.0,6.0,3.0,0.0
2021,1,A,골목상권,2110806,서울시립영등포장애인복지관,76.0,42.0,34.0,0.0,18.0,30.0,13.0,13.0,2.0,0.0,5.0,16.0,9.0,11.0,1.0,0.0,13.0,14.0,4.0,2.0,1.0
2021,1,A,골목상권,2110807,신길역 3번,102.0,70.0,32.0,0.0,6.0,16.0,23.0,27.0,30.0,0.0,4.0,8.0,18.0,19.0,21.0,0.0,2.0,8.0,5.0,8.0,9.0
2021,1,A,골목상권,2110808,신길역 1번,67.0,48.0,19.0,0.0,3.0,22.0,21.0,13.0,8.0,0.0,3.0,15.0,14.0,9.0,7.0,0.0,0.0,7.0,7.0,4.0,1.0
2021,1,A,골목상권,2110809,장훈고등학교,112.0,61.0,51.0,0.0,7.0,15.0,30.0,23.0,37.0,0.0,3.0,5.0,11.0,17.0,25.0,0.0,4.0,10.0,19.0,6.0,12.0
2021,1,A,골목상권,2110810,영신초등학교,395.0,178.0,217.0,0.0,53.0,143.0,63.0,80.0,56.0,0.0,20.0,65.0,31.0,44.0,18.0,0.0,33.0,78.0,32.0,36.0,38.0
2021,1,A,골목상권,2110811,보라매역 4번,187.0,94.0,93.0,0.0,22.0,41.0,49.0,52.0,23.0,0.0,8.0,22.0,18.0,27.0,19.0,0.0,14.0,19.0,31.0,25.0,4.0
2021,1,A,골목상권,2110812,신길6동주민센터,363.0,245.0,118.0,0.0,69.0,115.0,106.0,50.0,23.0,0.0,34.0,78.0,85.0,29.0,19.0,0.0,35.0,37.0,21.0,21.0,4.0
2021,1,A,골목상권,2110813,보라매역 6번,286.0,167.0,119.0,3.0,22.0,37.0,50.0,74.0,100.0,3.0,15.0,21.0,24.0,39.0,65.0,0.0,7.0,16.0,26.0,35.0,35.0
2021,1,A,골목상권,2110814,서울지방병무청,673.0,364.0,309.0,1.0,51.0,117.0,155.0,236.0,113.0,1.0,23.0,79.0,97.0,104.0,60.0,0.0,28.0,38.0,58.0,132.0,53.0
2021,1,A,골목상권,2110815,공군호텔,2240.0,785.0,1455.0,4.0,425.0,514.0,476.0,507.0,314.0,0.0,88.0,195.0,167.0,170.0,165.0,4.0,337.0,319.0,309.0,337.0,149.0
2021,1,A,골목상권,2110816,대방역 6번,521.0,404.0,117.0,1.0,73.0,138.0,153.0,68.0,88.0,1.0,50.0,109.0,114.0,50.0,80.0,0.0,23.0,29.0,39.0,18.0,8.0
2021,1,A,골목상권,2110817,대방역 4번,286.0,227.0,59.0,1.0,38.0,51.0,90.0,59.0,47.0,0.0,19.0,35.0,79.0,53.0,41.0,1.0,19.0,16.0,11.0,6.0,6.0
2021,1,A,골목상권,2110818,신대방역 3번,20.0,9.0,11.0,0.0,1.0,3.0,7.0,7.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,5.0,6.0,0.0
2021,1,A,골목상권,2110819,신대방역 4번,510.0,262.0,248.0,0.0,64.0,99.0,128.0,93.0,126.0,0.0,15.0,37.0,58.0,62.0,90.0,0.0,49.0,62.0,70.0,31.0,36.0
2021,1,A,골목상권,2110820,성남고등학교,3101.0,2470.0,631.0,1.0,651.0,742.0,555.0,991.0,161.0,0.0,438.0,581.0,448.0,879.0,124.0,1.0,213.0,161.0,107.0,112.0,37.0
2021,1,A,골목상권,2110821,보라매역 2번,595.0,353.0,242.0,0.0,73.0,109.0,140.0,135.0,138.0,0.0,34.0,65.0,79.0,87.0,88.0,0.0,39.0,44.0,61.0,48.0,50.0
2021,1,A,골목상권,2110822,신대방삼거리역 4번(대림초등학교),311.0,130.0,181.0,0.0,57.0,71.0,68.0,74.0,41.0,0.0,13.0,28.0,34.0,34.0,21.0,0.0,44.0,43.0,34.0,40.0,20.0
2021,1,A,골목상권,2110823,신대방삼거리역 3번,472.0,242.0,230.0,0.0,30.0,45.0,83.0,121.0,193.0,0.0,17.0,26.0,40.0,42.0,117.0,0.0,13.0,19.0,43.0,79.0,76.0
2021,1,A,골목상권,2110824,대방역 3번,296.0,102.0,194.0,1.0,48.0,91.0,92.0,42.0,22.0,0.0,11.0,26.0,29.0,23.0,13.0,1.0,37.0,65.0,63.0,19.0,9.0
2021,1,A,골목상권,2110825,신대방삼거리역 1번,316.0,205.0,111.0,0.0,33.0,63.0,94.0,71.0,55.0,0.0,23.0,41.0,57.0,46.0,38.0,0.0,10.0,22.0,37.0,25.0,17.0
2021,1,A,골목상권,2110826,장승배기역 4번,366.0,149.0,217.0,2.0,20.0,37.0,57.0,103.0,147.0,1.0,8.0,22.0,28.0,38.0,52.0,1.0,12.0,15.0,29.0,65.0,95.0
2021,1,A,골목상권,2110827,NH농협은행 상도동지점,262.0,93.0,169.0,0.0,39.0,51.0,73.0,65.0,34.0,0.0,11.0,18.0,20.0,28.0,16.0,0.0,28.0,33.0,53.0,37.0,18.0
2021,1,A,골목상권,2110828,노량진역 6번,3010.0,2066.0,944.0,9.0,471.0,1047.0,854.0,467.0,162.0,3.0,252.0,711.0,639.0,357.0,104.0,6.0,219.0,336.0,215.0,110.0,58.0
2021,1,A,골목상권,2110829,장승배기역 5번,536.0,417.0,119.0,0.0,195.0,137.0,79.0,53.0,72.0,0.0,177.0,106.0,49.0,40.0,45.0,0.0,18.0,31.0,30.0,13.0,27.0
2021,1,A,골목상권,2110830,상도초등학교,281.0,152.0,129.0,0.0,22.0,61.0,73.0,85.0,40.0,0.0,7.0,29.0,36.0,54.0,26.0,0.0,15.0,32.0,37.0,31.0,14.0
2021,1,A,골목상권,2110831,상도4동주민센터,72.0,40.0,32.0,0.0,3.0,13.0,14.0,29.0,13.0,0.0,3.0,6.0,6.0,18.0,7.0,0.0,0.0,7.0,8.0,11.0,6.0
2021,1,A,골목상권,2110832,노량진초등학교,377.0,171.0,206.0,0.0,38.0,51.0,93.0,141.0,54.0,0.0,14.0,22.0,57.0,55.0,23.0,0.0,24.0,29.0,36.0,86.0,31.0
2021,1,A,골목상권,2110833,상도역 2번,266.0,172.0,94.0,2.0,20.0,64.0,76.0,77.0,27.0,0.0,17.0,51.0,48.0,37.0,19.0,2.0,3.0,13.0,28.0,40.0,8.0
2021,1,A,골목상권,2110834,동작구자원봉사센터,38.0,22.0,16.0,0.0,3.0,5.0,6.0,10.0,14.0,0.0,2.0,2.0,6.0,5.0,7.0,0.0,1.0,3.0,0.0,5.0,7.0
2021,1,A,골목상권,2110835,상도역 1번,285.0,161.0,124.0,0.0,81.0,92.0,57.0,35.0,20.0,0.0,32.0,59.0,36.0,16.0,18.0,0.0,49.0,33.0,21.0,19.0,2.0
2021,1,A,골목상권,2110836,상도역 5번,3057.0,1846.0,1211.0,9.0,550.0,798.0,701.0,647.0,352.0,2.0,238.0,486.0,453.0,447.0,220.0,7.0,312.0,312.0,248.0,200.0,132.0
2021,1,A,골목상권,2110837,숭실대입구역 1번,373.0,195.0,178.0,1.0,39.0,76.0,84.0,80.0,93.0,0.0,19.0,32.0,43.0,32.0,69.0,1.0,20.0,44.0,41.0,48.0,24.0
2021,1,A,골목상권,2110838,상도1동주민센터앞,131.0,122.0,9.0,0.0,3.0,32.0,30.0,35.0,31.0,0.0,3.0,27.0,27.0,35.0,30.0,0.0,0.0,5.0,3.0,0.0,1.0
2021,1,A,골목상권,2110839,숭실대입구역 4번,187.0,67.0,120.0,0.0,10.0,51.0,57.0,46.0,23.0,0.0,2.0,14.0,22.0,11.0,18.0,0.0,8.0,37.0,35.0,35.0,5.0
2021,1,A,골목상권,2110840,중앙대학교,165.0,92.0,73.0,0.0,24.0,22.0,52.0,43.0,24.0,0.0,12.0,12.0,32.0,21.0,15.0,0.0,12.0,10.0,20.0,22.0,9.0
2021,1,A,골목상권,2110841,중대부중,88.0,36.0,52.0,0.0,11.0,17.0,16.0,25.0,19.0,0.0,5.0,7.0,5.0,11.0,8.0,0.0,6.0,10.0,11.0,14.0,11.0
2021,1,A,골목상권,2110842,흑리단길,43.0,14.0,29.0,0.0,7.0,8.0,8.0,12.0,8.0,0.0,2.0,2.0,3.0,2.0,5.0,0.0,5.0,6.0,5.0,10.0,3.0
2021,1,A,골목상권,2110843,사당5동주민센터,181.0,135.0,46.0,1.0,22.0,25.0,55.0,52.0,26.0,0.0,16.0,17.0,34.0,44.0,24.0,1.0,6.0,8.0,21.0,8.0,2.0
2021,1,A,골목상권,2110844,흑석2치안센터,7.0,5.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
2021,1,A,골목상권,2110845,사당종합체육관,119.0,51.0,68.0,0.0,9.0,17.0,39.0,36.0,18.0,0.0,5.0,8.0,19.0,9.0,10.0,0.0,4.0,9.0,20.0,27.0,8.0
2021,1,A,골목상권,2110846,남성역 1번,535.0,290.0,245.0,1.0,66.0,120.0,146.0,135.0,67.0,0.0,25.0,59.0,78.0,74.0,54.0,1.0,41.0,61.0,68.0,61.0,13.0
2021,1,A,골목상권,2110847,예술인마을,460.0,225.0,235.0,3.0,53.0,139.0,142.0,78.0,45.0,3.0,13.0,62.0,76.0,38.0,33.0,0.0,40.0,77.0,66.0,40.0,12.0
2021,1,A,골목상권,2110848,양지어린이공원,486.0,307.0,179.0,0.0,36.0,68.0,152.0,132.0,98.0,0.0,6.0,39.0,85.0,93.0,84.0,0.0,30.0,29.0,67.0,39.0,14.0
2021,1,A,골목상권,2110849,이수역 10번,220.0,130.0,90.0,1.0,37.0,52.0,58.0,40.0,32.0,0.0,12.0,33.0,34.0,25.0,26.0,1.0,25.0,19.0,24.0,15.0,6.0
2021,1,A,골목상권,2110850,사당역 10번,969.0,487.0,482.0,4.0,217.0,207.0,185.0,162.0,194.0,1.0,54.0,88.0,92.0,95.0,157.0,3.0,163.0,119.0,93.0,67.0,37.0
2021,1,A,골목상권,2110851,경문고등학교(동작동성당),485.0,233.0,252.0,0.0,79.0,136.0,140.0,102.0,28.0,0.0,32.0,53.0,66.0,66.0,16.0,0.0,47.0,83.0,74.0,36.0,12.0
2021,1,A,골목상권,2110852,이수역 9번,198.0,121.0,77.0,0.0,26.0,35.0,54.0,38.0,45.0,0.0,12.0,20.0,30.0,23.0,36.0,0.0,14.0,15.0,24.0,15.0,9.0
2021,1,A,골목상권,2110853,KT구로지사,213.0,127.0,86.0,0.0,21.0,47.0,65.0,50.0,30.0,0.0,9.0,26.0,44.0,27.0,21.0,0.0,12.0,21.0,21.0,23.0,9.0
2021,1,A,골목상권,2110854,조원동주민센터,55.0,39.0,16.0,0.0,4.0,5.0,17.0,21.0,8.0,0.0,3.0,5.0,9.0,15.0,7.0,0.0,1.0,0.0,8.0,6.0,1.0
2021,1,A,골목상권,2110855,신대방역 2번,429.0,275.0,154.0,2.0,53.0,111.0,126.0,90.0,47.0,0.0,22.0,81.0,83.0,55.0,34.0,2.0,31.0,30.0,43.0,35.0,13.0
2021,1,A,골목상권,2110856,미성초등학교,538.0,295.0,243.0,3.0,58.0,85.0,170.0,150.0,72.0,1.0,28.0,44.0,99.0,71.0,52.0,2.0,30.0,41.0,71.0,79.0,20.0
2021,1,A,골목상권,2110857,미성동주민센터,431.0,229.0,202.0,9.0,60.0,64.0,70.0,108.0,120.0,9.0,34.0,48.0,41.0,46.0,51.0,0.0,26.0,16.0,29.0,62.0,69.0
2021,1,A,골목상권,2110858,신대방역 1번,66.0,33.0,33.0,0.0,5.0,9.0,17.0,7.0,28.0,0.0,0.0,1.0,6.0,2.0,24.0,0.0,5.0,8.0,11.0,5.0,4.0
2021,1,A,골목상권,2110859,난향초등학교,182.0,113.0,69.0,0.0,11.0,32.0,42.0,52.0,45.0,0.0,0.0,21.0,27.0,30.0,35.0,0.0,11.0,11.0,15.0,22.0,10.0
2021,1,A,골목상권,2110860,호림박물관(성보고등학교),410.0,314.0,96.0,1.0,57.0,102.0,66.0,110.0,74.0,1.0,44.0,84.0,47.0,78.0,60.0,0.0,13.0,18.0,19.0,32.0,14.0
2021,1,A,골목상권,2110861,관악구신사동주민센터,1182.0,608.0,574.0,1.0,215.0,377.0,263.0,209.0,117.0,1.0,71.0,194.0,161.0,105.0,76.0,0.0,144.0,183.0,102.0,104.0,41.0
2021,1,A,골목상권,2110862,난곡초등학교(난곡동벽화마을),84.0,41.0,43.0,0.0,4.0,13.0,14.0,34.0,19.0,0.0,2.0,6.0,11.0,15.0,7.0,0.0,2.0,7.0,3.0,19.0,12.0
2021,1,A,골목상권,2110863,난우초등학교,319.0,179.0,140.0,6.0,40.0,61.0,63.0,79.0,70.0,5.0,23.0,30.0,38.0,36.0,47.0,1.0,17.0,31.0,25.0,43.0,23.0
2021,1,A,골목상권,2110864,신림우방아파트,236.0,161.0,75.0,0.0,31.0,48.0,53.0,60.0,44.0,0.0,21.0,31.0,37.0,43.0,29.0,0.0,10.0,17.0,16.0,17.0,15.0
2021,1,A,골목상권,2110865,남강고등학교(남강중학교),336.0,143.0,193.0,4.0,66.0,72.0,69.0,85.0,40.0,2.0,16.0,34.0,28.0,34.0,29.0,2.0,50.0,38.0,41.0,51.0,11.0
2021,1,A,골목상권,2110866,난우중학교,171.0,91.0,80.0,0.0,20.0,36.0,34.0,62.0,19.0,0.0,14.0,20.0,12.0,29.0,16.0,0.0,6.0,16.0,22.0,33.0,3.0
2021,1,A,골목상권,2110867,국제신학대학원대학교(남서울중학교),202.0,117.0,85.0,0.0,8.0,34.0,39.0,53.0,68.0,0.0,2.0,15.0,21.0,32.0,47.0,0.0,6.0,19.0,18.0,21.0,21.0
2021,1,A,골목상권,2110868,남부초등학교,232.0,126.0,106.0,0.0,20.0,29.0,45.0,49.0,89.0,0.0,11.0,23.0,22.0,28.0,42.0,0.0,9.0,6.0,23.0,21.0,47.0
2021,1,A,골목상권,2110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",1026.0,681.0,345.0,1.0,79.0,136.0,248.0,233.0,329.0,1.0,36.0,73.0,143.0,155.0,273.0,0.0,43.0,63.0,105.0,78.0,56.0
2021,1,A,골목상권,2110871,신원동주민센터,159.0,101.0,58.0,1.0,12.0,40.0,45.0,37.0,24.0,0.0,8.0,25.0,27.0,25.0,16.0,1.0,4.0,15.0,18.0,12.0,8.0
2021,1,A,골목상권,2110872,신림초등학교,277.0,195.0,82.0,3.0,54.0,68.0,69.0,53.0,30.0,3.0,36.0,54.0,54.0,41.0,7.0,0.0,18.0,14.0,15.0,12.0,23.0
2021,1,A,골목상권,2110873,당곡중학교,343.0,166.0,177.0,0.0,68.0,79.0,86.0,74.0,36.0,0.0,29.0,39.0,39.0,36.0,23.0,0.0,39.0,40.0,47.0,38.0,13.0
2021,1,A,골목상권,2110874,원신초등학교(구세군관악영문교회),46.0,15.0,31.0,1.0,4.0,19.0,7.0,12.0,3.0,1.0,1.0,3.0,3.0,6.0,1.0,0.0,3.0,16.0,4.0,6.0,2.0
2021,1,A,골목상권,2110875,보라매동주민센터(당곡고등학교),16.0,13.0,3.0,0.0,3.0,2.0,5.0,4.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0
2021,1,A,골목상권,2110876,서원동주민센터(신관중학교),49.0,29.0,20.0,0.0,5.0,9.0,16.0,9.0,10.0,0.0,2.0,4.0,10.0,4.0,9.0,0.0,3.0,5.0,6.0,5.0,1.0
2021,1,A,골목상권,2110877,신림역 8번,319.0,154.0,165.0,2.0,23.0,63.0,86.0,80.0,65.0,0.0,10.0,30.0,36.0,39.0,39.0,2.0,13.0,33.0,50.0,41.0,26.0
2021,1,A,골목상권,2110878,미림여고,368.0,218.0,150.0,3.0,43.0,114.0,101.0,78.0,29.0,0.0,19.0,63.0,68.0,43.0,25.0,3.0,24.0,51.0,33.0,35.0,4.0
2021,1,A,골목상권,2110879,신림현대아파트,17.0,7.0,10.0,0.0,2.0,3.0,5.0,5.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0
2021,1,A,골목상권,2110880,신림역 1번,995.0,275.0,720.0,0.0,379.0,296.0,157.0,128.0,35.0,0.0,78.0,87.0,66.0,33.0,11.0,0.0,301.0,209.0,91.0,95.0,24.0
2021,1,A,골목상권,2110881,구립대학경로당(관악산샘말공원),1601.0,1304.0,297.0,1.0,317.0,452.0,460.0,271.0,100.0,1.0,225.0,376.0,399.0,232.0,71.0,0.0,92.0,76.0,61.0,39.0,29.0
2021,1,A,골목상권,2110882,신성초등학교,733.0,444.0,289.0,1.0,95.0,131.0,215.0,168.0,123.0,0.0,52.0,67.0,122.0,109.0,94.0,1.0,43.0,64.0,93.0,59.0,29.0
2021,1,A,골목상권,2110883,은천초등학교(은천교앞),212.0,126.0,86.0,2.0,21.0,44.0,71.0,49.0,25.0,1.0,12.0,25.0,43.0,29.0,16.0,1.0,9.0,19.0,28.0,20.0,9.0
2021,1,A,골목상권,2110884,봉천역 4번(봉천110안전센터),372.0,284.0,88.0,1.0,17.0,30.0,61.0,98.0,165.0,0.0,1.0,8.0,49.0,84.0,142.0,1.0,16.0,22.0,12.0,14.0,23.0
2021,1,A,골목상권,2110885,영락고등학교,340.0,214.0,126.0,0.0,37.0,58.0,94.0,89.0,62.0,0.0,18.0,33.0,61.0,57.0,45.0,0.0,19.0,25.0,33.0,32.0,17.0
2021,1,A,골목상권,2110886,관악해태어린이공원,188.0,103.0,85.0,1.0,38.0,50.0,41.0,36.0,22.0,1.0,18.0,28.0,21.0,23.0,12.0,0.0,20.0,22.0,20.0,13.0,10.0
2021,1,A,골목상권,2110887,서울산업정보학교(서울삼성초등학교),19.0,11.0,8.0,0.0,1.0,4.0,7.0,6.0,1.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0
2021,1,A,골목상권,2110888,청룡동주민센터,94.0,53.0,41.0,0.0,5.0,9.0,11.0,22.0,47.0,0.0,3.0,2.0,4.0,6.0,38.0,0.0,2.0,7.0,7.0,16.0,9.0
2021,1,A,골목상권,2110889,봉천역 6번,376.0,317.0,59.0,0.0,29.0,36.0,69.0,136.0,106.0,0.0,18.0,20.0,47.0,130.0,102.0,0.0,11.0,16.0,22.0,6.0,4.0
2021,1,A,골목상권,2110890,봉천역 1번(관악초등학교),261.0,152.0,109.0,1.0,22.0,44.0,95.0,70.0,29.0,0.0,4.0,22.0,59.0,46.0,21.0,1.0,18.0,22.0,36.0,24.0,8.0
2021,1,A,골목상권,2110891,구암초등학교,47.0,22.0,25.0,0.0,5.0,1.0,22.0,16.0,3.0,0.0,1.0,0.0,11.0,8.0,2.0,0.0,4.0,1.0,11.0,8.0,1.0
2021,1,A,골목상권,2110892,관악구 중앙길,709.0,341.0,368.0,0.0,69.0,110.0,159.0,221.0,150.0,0.0,25.0,55.0,76.0,105.0,80.0,0.0,44.0,55.0,83.0,116.0,70.0
2021,1,A,골목상권,2110893,관악소방서(문영여고),353.0,303.0,50.0,0.0,39.0,110.0,66.0,113.0,25.0,0.0,29.0,96.0,57.0,99.0,22.0,0.0,10.0,14.0,9.0,14.0,3.0
2021,1,A,골목상권,2110894,관악동부센트레빌아파트(은천로35라길),20.0,8.0,12.0,0.0,2.0,4.0,3.0,6.0,5.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,4.0,2.0
2021,1,A,골목상권,2110895,샤로수길,1796.0,1222.0,574.0,3.0,307.0,721.0,360.0,233.0,172.0,2.0,170.0,534.0,234.0,152.0,130.0,1.0,137.0,187.0,126.0,81.0,42.0
2021,1,A,골목상권,2110896,관악우성아파트,202.0,49.0,153.0,0.0,41.0,37.0,44.0,47.0,33.0,0.0,5.0,7.0,11.0,13.0,13.0,0.0,36.0,30.0,33.0,34.0,20.0
2021,1,A,골목상권,2110897,서울대입구역 8번,219.0,139.0,80.0,0.0,16.0,45.0,69.0,64.0,25.0,0.0,7.0,24.0,40.0,44.0,24.0,0.0,9.0,21.0,29.0,20.0,1.0
2021,1,A,골목상권,2110898,청림동주민센터(상도중학교),66.0,27.0,39.0,0.0,16.0,14.0,14.0,16.0,6.0,0.0,5.0,3.0,8.0,7.0,4.0,0.0,11.0,11.0,6.0,9.0,2.0
2021,1,A,골목상권,2110899,낙성대역 5번(관악중학교),690.0,448.0,242.0,0.0,167.0,185.0,166.0,123.0,49.0,0.0,107.0,135.0,96.0,71.0,39.0,0.0,60.0,50.0,70.0,52.0,10.0
2021,1,A,골목상권,2110900,낙성대역 1번(관악구민 종합체육센터),457.0,257.0,200.0,1.0,95.0,125.0,123.0,89.0,24.0,1.0,49.0,65.0,69.0,54.0,19.0,0.0,46.0,60.0,54.0,35.0,5.0
