STDR_YY_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,VIATR_FCLTY_CO,PBLOFC_CO,BANK_CO,GEHSPT_CO,GNRL_HSPTL_CO,PARMACY_CO,KNDRGR_CO,ELESCH_CO,MSKUL_CO,HGSCHL_CO,UNIV_CO,DRTS_CO,SUPMK_CO,THEAT_CO,STAYNG_FCLTY_CO,ARPRT_CO,RLROAD_STATN_CO,BUS_TRMINL_CO,SUBWAY_STATN_CO,BUS_STTN_CO,STDR_QU_CD
2020,A,골목상권,2110021,성균관대학교,198.0,7.0,8.0,12.0,1.0,14.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,8.0,44.0,0.0,0.0,0.0,1.0,34.0,2
2020,A,골목상권,2110021,성균관대학교,198.0,7.0,8.0,12.0,1.0,14.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,8.0,44.0,0.0,0.0,0.0,1.0,34.0,3
2020,A,골목상권,2110021,성균관대학교,133.0,5.0,7.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,4
2020,A,골목상권,2110022,경신고등학교,155.0,9.0,4.0,0.0,0.0,7.0,3.0,2.0,2.0,4.0,7.0,0.0,3.0,4.0,28.0,0.0,0.0,0.0,0.0,32.0,1
2020,A,골목상권,2110022,경신고등학교,155.0,9.0,4.0,0.0,0.0,7.0,3.0,2.0,2.0,4.0,7.0,0.0,3.0,4.0,28.0,0.0,0.0,0.0,0.0,32.0,2
2020,A,골목상권,2110022,경신고등학교,155.0,9.0,4.0,0.0,0.0,7.0,3.0,2.0,2.0,4.0,7.0,0.0,3.0,4.0,28.0,0.0,0.0,0.0,0.0,32.0,3
2020,A,골목상권,2110022,경신고등학교,122.0,8.0,4.0,0.0,0.0,6.0,3.0,2.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4
2020,A,골목상권,2110023,서울대병원,134.0,7.0,7.0,12.0,1.0,13.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,2.0,25.0,1
2020,A,골목상권,2110023,서울대병원,134.0,7.0,7.0,12.0,1.0,13.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,2.0,25.0,2
2020,A,골목상권,2110023,서울대병원,134.0,7.0,7.0,12.0,1.0,13.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,2.0,25.0,3
2020,A,골목상권,2110023,서울대병원,110.0,3.0,5.0,1.0,0.0,19.0,0.0,0.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,4
2020,A,골목상권,2110024,혜회동주민센터,128.0,4.0,5.0,0.0,0.0,7.0,3.0,1.0,1.0,1.0,7.0,0.0,3.0,4.0,29.0,0.0,0.0,0.0,1.0,16.0,1
2020,A,골목상권,2110024,혜회동주민센터,128.0,4.0,5.0,0.0,0.0,7.0,3.0,1.0,1.0,1.0,7.0,0.0,3.0,4.0,29.0,0.0,0.0,0.0,1.0,16.0,2
2020,A,골목상권,2110024,혜회동주민센터,128.0,4.0,5.0,0.0,0.0,7.0,3.0,1.0,1.0,1.0,7.0,0.0,3.0,4.0,29.0,0.0,0.0,0.0,1.0,16.0,3
2020,A,골목상권,2110024,혜회동주민센터,87.0,5.0,5.0,0.0,0.0,8.0,3.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4
2020,A,골목상권,2110025,충신시장옆,100.0,7.0,5.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,9.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,19.0,1
2020,A,골목상권,2110025,충신시장옆,100.0,7.0,5.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,9.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,19.0,2
2020,A,골목상권,2110025,충신시장옆,100.0,7.0,5.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,9.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,19.0,3
2020,A,골목상권,2110025,충신시장옆,118.0,7.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,4
2020,A,골목상권,2110026,종로5가역 4번,120.0,3.0,5.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,18.0,1
2020,A,골목상권,2110026,종로5가역 4번,120.0,3.0,5.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,18.0,2
2020,A,골목상권,2110026,종로5가역 4번,120.0,3.0,5.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,18.0,3
2020,A,골목상권,2110026,종로5가역 4번,136.0,5.0,3.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,4
2020,A,골목상권,2110027,혜화역 1번,179.0,8.0,6.0,12.0,1.0,3.0,1.0,1.0,3.0,2.0,43.0,0.0,1.0,18.0,12.0,0.0,0.0,0.0,1.0,22.0,1
2020,A,골목상권,2110027,혜화역 1번,179.0,8.0,6.0,12.0,1.0,3.0,1.0,1.0,3.0,2.0,43.0,0.0,1.0,18.0,12.0,0.0,0.0,0.0,1.0,22.0,2
2020,A,골목상권,2110027,혜화역 1번,179.0,8.0,6.0,12.0,1.0,3.0,1.0,1.0,3.0,2.0,43.0,0.0,1.0,18.0,12.0,0.0,0.0,0.0,1.0,22.0,3
2020,A,골목상권,2110027,혜화역 1번,124.0,5.0,5.0,1.0,0.0,4.0,0.0,0.0,3.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4
2020,A,골목상권,2110028,이화달팽이길,146.0,10.0,2.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,1.0,22.0,1
2020,A,골목상권,2110028,이화달팽이길,146.0,10.0,2.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,1.0,22.0,2
2020,A,골목상권,2110028,이화달팽이길,146.0,10.0,2.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,1.0,22.0,3
2020,A,골목상권,2110028,이화달팽이길,138.0,10.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4
2020,A,골목상권,2110029,동대문역 1번,255.0,9.0,10.0,0.0,0.0,21.0,1.0,1.0,1.0,2.0,12.0,0.0,4.0,5.0,22.0,0.0,0.0,0.0,3.0,33.0,1
2020,A,골목상권,2110029,동대문역 1번,255.0,9.0,10.0,0.0,0.0,21.0,1.0,1.0,1.0,2.0,12.0,0.0,4.0,5.0,22.0,0.0,0.0,0.0,3.0,33.0,2
2020,A,골목상권,2110029,동대문역 1번,255.0,9.0,10.0,0.0,0.0,21.0,1.0,1.0,1.0,2.0,12.0,0.0,4.0,5.0,22.0,0.0,0.0,0.0,3.0,33.0,3
2020,A,골목상권,2110029,동대문역 1번,227.0,9.0,7.0,0.0,0.0,22.0,0.0,2.0,1.0,2.0,15.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,2.0,30.0,4
2020,A,골목상권,2110030,동대문역 3번,154.0,2.0,5.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,19.0,0.0,0.0,0.0,3.0,17.0,1
2020,A,골목상권,2110030,동대문역 3번,154.0,2.0,5.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,19.0,0.0,0.0,0.0,3.0,17.0,2
2020,A,골목상권,2110030,동대문역 3번,154.0,2.0,5.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,19.0,0.0,0.0,0.0,3.0,17.0,3
2020,A,골목상권,2110030,동대문역 3번,128.0,3.0,4.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,10.0,4
2020,A,골목상권,2110031,창신역 1번,77.0,6.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,1
2020,A,골목상권,2110031,창신역 1번,77.0,6.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,2
