매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대,분기,점포수,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
28086.95401,2021,발달상권,2120218,코엑스,6,2,27,28,17,290,0,0,0,0,0,0,0,0,43897,2446,6449,6712,6721,7016,6965,5426,4610,22,0,6,0,0,145396,2369,9443,12627,9737,5352,4370,40421,0,3,0
225084.1623,2021,발달상권,2120219,은마아파트,6,2,39,1039,418,17161,18,0,3,23,26,9,19,132,1049645,122496,143566,143272,143822,144185,146754,171439,156606,57,0,6,0,0,149660,414444,107319,92435,184586,127461,123400,181114,0,6,0
140860.3315,2021,발달상권,2120220,대치역,6,2,24,831,255,5578,3,0,0,0,0,0,0,212,504597,55195,72028,72091,69522,72567,72325,77759,68307,72,1,8,0,0,163253,183268,43178,40920,97794,64258,75178,97085,209935,5,1
115729.775,2021,발달상권,2120221,봉은사역,6,2,19,693,489,19513,7,0,5,42,13,18,21,78,401456,35924,64210,64415,61513,64999,63446,43488,39384,33,2,6,0,0,124925,45547,66565,93640,84857,52442,58406,110092,184870,6,1
100712.7015,2021,발달상권,2120222,삼성역,6,2,55,746,508,43324,8,0,2,3,37,18,8,31,922434,56968,157326,158873,145592,159415,153296,81440,66491,88,3,15,1,0,356336,78405,185520,262599,194779,110425,90707,280871,570410,12,1
25080.54762,2021,발달상권,2120223,휘문고교사거리,6,2,6,309,111,9166,9,0,0,9,18,20,2,34,213520,14025,36149,36012,33118,36524,34934,19838,16944,9,0,0,0,0,133569,31171,35792,52672,45407,26470,22006,44607,0,5,0
354930.506,2021,발달상권,2120224,수서역,6,2,21,594,437,12418,0,0,0,0,0,0,0,0,189801,18635,29801,30002,29104,30056,29535,21828,19475,40,0,3,0,0,60183,20363,20313,32128,32685,28130,56183,85972,435546,6,1
127411.6227,2021,전통시장,2130303,영동전통시장,6,2,3,1142,728,242,19,0,130,72,19,11,0,2,400469,48121,59774,60933,58641,61386,61843,52584,45310,5,0,0,0,0,39097,16433,92982,103071,77928,49501,60552,0,0,0,0
203122.5201,2021,전통시장,2130310,강남개포시장,6,2,9,112,83,298,0,0,0,0,0,0,0,0,156758,12439,22099,22313,23056,22836,23222,22565,20667,30,0,3,0,0,25363,34982,15625,16908,28511,24179,36552,13385,58897,2,1
185940.471,2021,관광특구,1001496,강남 마이스 관광특구,6,2,14,29,18,15904,0,0,0,0,0,0,0,0,95914,5423,14551,15070,14804,15586,15381,11155,9367,34,1,8,1,0,237891,5297,20682,27920,21070,11565,9379,84441,0,5,0
173783.8729,2021,발달상권,2120185,논현역,6,3,52,3768,2428,12764,52,4,281,370,159,58,14,76,2496536,257830,372456,379860,384111,393642,389536,306993,269938,105,1,7,0,0,321182,149777,517133,638387,494936,322917,373387,32959,250585,3,1
177218.5344,2021,발달상권,2120186,가로수길,6,3,24,3152,1777,6518,62,0,196,151,94,54,43,88,2045827,193936,293254,298931,305771,312833,318252,277960,238823,42,2,4,0,0,256687,228609,457684,464401,363109,234271,297751,67938,0,2,0
258503.161,2021,발달상권,2120187,신논현역,6,3,75,5512,3959,13076,61,5,365,218,64,28,43,75,2641086,266387,380597,390700,394508,403833,410571,356552,304326,154,3,7,0,0,382392,197889,686410,684396,478987,284362,309042,18680,410244,3,1
116010.0769,2021,발달상권,2120188,압구정역,6,3,40,1129,598,8579,20,1,55,36,15,8,26,80,1697465,139014,249178,256945,257838,267371,275635,222753,167747,213,0,14,1,0,251745,257231,291604,345040,328556,219119,255917,125717,306047,6,1
244132.0346,2021,발달상권,2120190,강남을지병원,6,3,33,2274,1334,11703,46,0,174,215,40,34,32,30,1397273,125888,207841,217679,219718,225674,223282,164060,139019,72,0,3,0,0,295195,110295,286801,374335,285558,160277,180007,90776,0,6,0
219218.9164,2021,발달상권,2120191,학동역,6,3,48,4394,2961,13862,82,18,307,559,57,30,20,155,1655038,159165,249105,258509,261259,268347,260526,189445,167847,65,4,6,0,0,366286,105026,371592,443438,323058,196366,215561,65670,202094,6,1
283387.7047,2021,발달상권,2120192,뱅뱅사거리,6,3,64,6735,4796,27462,47,11,405,536,94,52,56,278,1647607,159018,252329,260213,262599,269529,260218,177783,164938,87,2,13,0,1,317599,140724,319196,436800,341676,205676,203533,93591,0,3,0
100919.2324,2021,발달상권,2120193,도산공원교차로,6,3,21,1184,596,6384,33,0,51,65,36,21,32,102,611748,47264,91144,96338,97652,100768,99534,69815,56498,19,0,4,0,0,185023,46844,119667,161086,133143,71751,79255,29700,0,3,0
176758.7176,2021,발달상권,2120194,언주역(차병원),6,3,45,2599,1764,12628,63,5,400,330,80,39,13,97,1645810,159447,248130,256286,257152,263475,256579,191429,172759,67,1,3,0,0,242446,78920,348506,479044,336731,191630,210979,48266,91965,7,1
92382.71558,2021,발달상권,2120195,성수대교남단,6,3,12,444,224,5611,9,5,23,26,15,6,21,26,890987,78094,124621,130910,133498,138703,142191,124140,96925,51,0,8,0,0,126829,98503,192677,202426,163354,105056,128971,51530,0,2,0
165755.1111,2021,발달상권,2120196,서울세관,6,3,18,1346,899,9687,24,0,16,19,10,22,17,33,666948,60516,99740,104381,105948,109986,106627,74195,66072,36,4,5,0,0,185479,49994,126161,173989,146597,80875,89332,23547,0,7,0
199142.2097,2021,발달상권,2120197,역삼역,6,3,148,6012,4306,58694,101,6,749,419,202,135,61,39,3192796,252619,506260,530466,533357,552142,520374,297492,252705,172,2,25,0,0,562806,130759,729481,938005,663739,381010,349804,122212,420685,7,1
201243.5323,2021,발달상권,2120198,구역삼세무서,6,3,36,7376,5072,11531,141,36,766,717,161,146,106,66,2029988,217008,301900,307620,315820,318482,306552,242586,237026,33,2,3,0,0,291469,140137,462863,560037,388096,228238,250617,71550,0,7,0
556904.8239,2021,발달상권,2120199,경복아파트교차로,6,3,15,996,641,3830,17,2,126,45,12,2,0,48,536023,54227,79450,82665,83793,85302,82440,63609,58764,10,0,1,0,0,112742,37695,107042,147844,109812,64962,68667,13654,0,4,0
212770.1515,2021,발달상권,2120200,학동사거리,6,3,33,976,565,9363,14,7,45,27,9,8,3,77,1143987,92015,156980,172129,174829,184560,183061,154247,118181,78,1,4,0,0,266597,86620,266648,307989,223370,130432,128927,109183,0,4,0
226619.387,2021,발달상권,2120201,도곡1동,6,3,15,1880,1108,11559,47,25,176,136,101,67,68,0,980124,100391,147902,149044,149823,149682,144571,121949,117155,36,0,5,0,0,169293,137067,162445,206901,193695,132043,147971,66377,0,6,0
102942.3334,2021,발달상권,2120202,압구정로데오역(압구정로데오),6,3,37,1843,793,11735,14,0,10,7,0,0,54,478,1907144,163963,262380,279869,286281,297352,304978,269219,207064,77,1,4,2,0,265701,176537,437879,452594,348456,228549,263129,216598,216521,3,1
158699.7912,2021,발달상권,2120203,강남구청역,6,3,39,1522,920,7726,26,0,74,62,67,9,7,119,1606724,156209,237402,248050,252422,259392,253041,187823,168593,88,2,5,0,0,173251,173913,317761,384679,330675,195006,204691,68416,278531,6,1
213684.236,2021,발달상권,2120204,르네상스호텔사거리,6,3,24,1595,1127,41471,20,2,230,362,69,200,32,11,1270345,116152,197132,205730,206502,214550,204859,130026,111545,30,1,7,0,1,160960,100211,237406,332463,269473,169410,161380,48145,0,3,0
118654.246,2021,발달상권,2120205,매봉역,6,3,22,1116,592,13950,24,29,66,18,50,55,29,9,525276,49455,79358,81926,82377,83482,82335,60297,55501,23,1,1,0,0,122443,53775,81879,106034,101416,80338,101833,30680,0,6,0
184492.3047,2021,발달상권,2120206,개나리아파트,6,3,30,4039,2082,5280,53,5,212,159,68,60,57,289,1100891,108695,163085,169520,171562,173998,169242,129808,123677,45,2,4,0,0,148412,162491,175775,236108,240958,136302,149256,31131,0,8,0
237626.9138,2021,발달상권,2120207,선정릉역,6,3,43,6763,3891,12151,180,22,704,510,245,164,64,198,1658362,175518,244793,250053,253183,258838,253454,205216,192825,72,4,4,0,0,323475,198231,297389,394096,338234,201714,228698,100455,166895,10,1
183157.3046,2021,발달상권,2120208,청담사거리(청담동명품거리),6,3,36,3265,1913,10577,47,0,52,129,235,74,32,224,1452199,143344,202484,214453,218085,221678,224504,200386,170610,93,5,7,0,0,331336,141772,260549,332856,280004,198018,239000,129697,0,8,0
233298.9778,2021,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",6,3,24,1374,671,8984,20,20,31,85,16,33,44,227,533973,51591,77690,80015,81740,83061,82227,68136,61104,75,4,5,0,0,134148,86539,68010,94107,109517,75368,100431,42170,0,4,0
195984.8646,2021,발달상권,2120210,선릉역,6,3,88,4780,3339,48780,94,25,683,736,101,116,33,19,4385208,389861,662419,687047,693472,719216,698892,492740,431421,150,1,11,0,0,360433,529243,775403,1044045,886287,591785,558443,107213,611599,6,1
139787.6971,2021,발달상권,2120211,도성초등학교,6,3,15,1638,726,984,23,3,65,52,30,57,50,81,977712,99265,135733,138993,141413,142632,143177,146483,129282,27,0,1,0,0,72437,297483,119943,126954,189962,122277,121095,39987,0,4,0
112315.4525,2021,발달상권,2120212,한티역,6,3,19,1481,682,713,20,0,29,73,43,13,17,104,1040479,116164,142882,144218,147755,147472,150710,161679,145765,58,1,6,1,0,112734,365919,106623,99898,213051,132987,122001,137293,216101,4,1
174444.8053,2021,발달상권,2120213,삼성중앙역,6,3,34,4094,2304,8472,90,13,475,219,91,43,26,213,1511979,155408,224676,231082,232917,239630,232156,180198,171318,41,2,3,0,0,228925,126766,259979,370543,343318,198319,213053,42143,58698,3,1
279942.1884,2021,발달상권,2120214,영동대교남단교차로,6,3,15,761,321,3990,8,0,0,16,0,0,12,200,251659,22654,37661,38578,39243,40072,40152,30316,25635,11,0,1,0,0,89135,24714,37911,57484,50282,38259,43009,38864,0,2,0
132217.8068,2021,발달상권,2120215,포스코사거리,6,3,66,3513,2227,61656,29,0,116,631,132,190,39,284,2808746,247484,435145,450585,453893,470642,448001,286999,263482,92,0,17,0,0,318625,294581,493620,727794,633014,368676,291062,56797,0,7,0
57794.3734,2021,발달상권,2120216,경기고교사거리(경기고교앞사거리),6,3,17,218,151,4934,1,0,0,0,0,0,0,12,190616,15779,28366,29165,29845,30394,30485,23499,18864,31,0,4,0,0,71694,20132,26917,41740,37577,28404,35846,44984,0,5,0
145799.8489,2021,발달상권,2120217,대치사거리,6,3,21,3789,2015,2779,102,30,299,233,231,88,39,57,1307101,139955,189373,193484,194495,196352,192836,175542,165020,11,0,2,0,0,159410,384806,170528,196428,240673,168610,146056,42855,0,5,0
21348.4063,2021,발달상권,2120218,코엑스,6,3,29,28,17,290,0,0,0,0,0,0,0,0,39027,2156,5639,5910,6009,6379,6303,4688,4098,22,0,6,0,0,145396,2475,8260,10639,8769,4873,4012,31224,0,3,0
223765.0524,2021,발달상권,2120219,은마아파트,6,3,39,1039,418,17161,18,0,3,23,26,9,19,132,1114618,122848,152876,150218,154706,155034,155832,181369,164583,57,0,6,0,0,149660,459409,123583,91214,184699,133880,121834,181563,0,6,0
130767.1718,2021,발달상권,2120220,대치역,6,3,26,831,255,5578,3,0,0,0,0,0,0,212,502744,53504,70190,71731,70706,72471,72446,77900,67300,72,1,8,0,0,163253,185210,44973,39279,96768,63711,72805,89248,191981,5,1
103943.6054,2021,발달상권,2120221,봉은사역,6,3,20,693,489,19513,7,0,5,42,13,18,21,78,366161,32035,55348,58115,57336,59513,57740,40271,37836,33,2,6,0,0,124925,43487,58612,82094,77813,48328,55827,87990,135205,6,1
91808.83403,2021,발달상권,2120222,삼성역,6,3,52,746,508,43324,8,0,2,3,37,18,8,31,826076,53369,132341,138315,138013,145769,138005,73603,60027,88,3,15,1,0,356336,77487,161679,222821,176316,103523,84251,225557,401572,12,1
22550.11232,2021,발달상권,2120223,휘문고교사거리,6,3,6,309,111,9166,9,0,0,9,18,20,2,34,202594,13889,32148,33266,33340,34863,32879,19477,16623,9,0,0,0,0,133569,31878,32701,46653,43287,26137,21938,41671,0,5,0
352699.3525,2021,발달상권,2120224,수서역,6,3,21,594,437,12418,0,0,0,0,0,0,0,0,188452,18835,28799,29103,29079,29603,29709,22148,20010,40,0,3,0,0,60183,18988,20700,30536,32102,28331,57793,68528,334339,6,1
113040.9022,2021,전통시장,2130303,영동전통시장,6,3,3,1142,728,242,19,0,130,72,19,11,0,2,365491,41748,53088,54013,54568,56306,56197,49007,42311,5,0,0,0,0,39097,16732,81976,93065,71352,46399,55967,0,0,0,0
184209.7101,2021,전통시장,2130310,강남개포시장,6,3,9,112,83,298,0,0,0,0,0,0,0,0,186410,16406,26143,26248,26991,27021,27873,27114,25021,30,0,3,0,0,25363,41693,19137,19683,34442,29309,42149,11488,44250,2,1
185489.9656,2021,관광특구,1001496,강남 마이스 관광특구,6,3,12,29,18,15904,0,0,0,0,0,0,0,0,84144,4738,12423,13019,13178,13992,13701,9591,8244,34,1,8,1,0,237891,5308,17883,23311,18730,10423,8490,65953,0,5,0
222044.4611,2021,발달상권,2120185,논현역,6,4,48,3768,2428,12764,53,3,259,407,162,59,24,77,2557984,269677,377536,398458,400329,399859,393794,312506,275501,105,1,7,0,0,321182,140997,536489,664737,507441,334794,373525,36256,308553,3,1
202947.4239,2021,발달상권,2120186,가로수길,6,4,27,3152,1777,6518,62,0,154,140,109,74,49,97,2126297,211680,301028,315004,315835,320314,328430,295681,250006,42,2,4,0,0,256687,227188,501522,491769,378572,235281,291964,83474,0,2,0
291668.0533,2021,발달상권,2120187,신논현역,6,4,72,5512,3959,13076,62,2,347,225,71,46,10,114,2806794,303656,399783,417864,420156,421821,431679,389288,326202,154,3,7,0,0,382392,203030,750368,741260,507323,295753,309059,21852,554604,3,1
125190.5994,2021,발달상권,2120188,압구정역,6,4,35,1129,598,8579,20,1,53,30,14,8,17,98,1860538,159150,267543,288705,284107,287171,293373,243642,195998,213,0,14,1,0,251745,261289,319166,385918,356046,246760,291357,146104,378315,6,1
268174.5066,2021,발달상권,2120190,강남을지병원,6,4,33,2274,1334,11703,46,0,139,238,38,36,33,39,1516335,140472,221711,242188,242413,242165,235402,178825,153631,72,0,3,0,0,295195,117306,316423,404834,307375,175799,194598,110321,0,6,0
187070.6012,2021,발달상권,2120191,학동역,6,4,51,4394,2961,13862,84,8,477,648,67,27,23,161,1672410,159903,249787,267727,268270,268188,256582,190040,171815,65,4,6,0,0,366286,100285,375670,446249,331738,202666,215802,73110,243803,6,1
301942.6691,2021,발달상권,2120192,뱅뱅사거리,6,4,63,6735,4796,27462,47,9,360,567,59,86,37,314,1693277,167417,255612,273969,274921,273459,261305,183197,170814,87,2,13,0,1,317599,136474,328370,456115,352113,212665,207539,94382,0,3,0
98034.91874,2021,발달상권,2120193,도산공원교차로,6,4,21,1184,596,6384,32,0,38,73,32,27,23,114,649217,53376,94757,105165,105540,105843,102745,74305,60859,19,0,4,0,0,185023,44544,129860,173088,140776,77766,83183,40848,0,3,0
179107.0066,2021,발달상권,2120194,언주역(차병원),6,4,43,2599,1764,12628,63,3,393,309,93,29,35,102,1710881,163405,254872,271209,269937,269777,261524,201145,182416,67,1,3,0,0,242446,72387,372064,507478,346813,198883,213255,53972,110810,7,1
138672.7917,2021,발달상권,2120195,성수대교남단,6,4,6,444,224,5611,9,3,24,22,20,5,22,26,959541,94612,130814,142307,143586,146210,150584,137915,108125,51,0,8,0,0,126829,97592,221114,224805,173066,112310,130652,61404,0,2,0
227436.7652,2021,발달상권,2120196,서울세관,6,4,15,1346,899,9687,25,0,13,20,10,26,21,41,698845,64841,103259,112971,113536,113363,108933,77862,68923,36,4,5,0,0,185479,50635,133224,182140,153445,86390,93010,27802,0,7,0
230052.4269,2021,발달상권,2120197,역삼역,6,4,138,6012,4306,58694,97,5,705,417,168,134,85,63,3422614,274605,529963,594133,594377,588730,541459,308646,265307,172,2,25,0,0,562806,116656,792150,1029490,720031,406030,358257,148880,562917,7,1
188766.0405,2021,발달상권,2120198,구역삼세무서,6,4,36,7376,5072,11531,140,31,745,693,171,109,105,130,2093925,225157,311923,328033,328711,326298,311660,245215,242084,33,2,3,0,0,291469,127079,469417,591575,408090,246686,251078,79450,0,7,0
507365.3913,2021,발달상권,2120199,경복아파트교차로,6,4,15,996,641,3830,18,0,111,58,16,2,0,147,555489,55134,81534,87185,87028,87165,83956,66275,62345,10,0,1,0,0,112742,34763,112701,155330,113110,68876,70708,15582,0,4,0
250847.1673,2021,발달상권,2120200,학동사거리,6,4,33,976,565,9363,13,4,29,24,9,10,2,79,1270618,111155,169995,193533,197107,199896,198962,176681,134443,78,1,4,0,0,266597,84514,303530,352898,248052,144698,136928,132278,0,4,0
228302.5283,2021,발달상권,2120201,도곡1동,6,4,15,1880,1108,11559,48,1,195,147,111,35,59,48,987189,101254,147943,152952,153387,150230,146327,120362,115990,36,0,5,0,0,169293,138906,159705,206685,196717,133454,151721,75329,0,6,0
127964.6664,2021,발달상권,2120202,압구정로데오역(압구정로데오),6,4,36,1843,793,11735,15,0,10,3,4,0,26,534,2085925,201876,281405,310120,314198,318903,328796,301594,230908,77,1,4,2,0,265701,179040,506970,509086,376457,246304,268067,266987,294970,3,1
155254.7425,2021,발달상권,2120203,강남구청역,6,4,39,1522,920,7726,25,0,67,58,64,18,5,120,1645561,163002,242333,263278,264546,263267,254170,189004,168965,88,2,5,0,0,173251,164712,330827,403836,339138,202622,204424,80200,342818,6,1
230226.3913,2021,발달상권,2120204,르네상스호텔사거리,6,4,21,1595,1127,41471,20,2,237,350,46,196,64,11,1370476,124921,209027,229058,228451,227225,215662,139310,121744,30,1,7,0,1,160960,92983,260089,368204,296822,182491,169888,57728,0,3,0
115023.4109,2021,발달상권,2120205,매봉역,6,4,20,1116,592,13950,24,19,72,14,40,61,30,18,561750,54118,83644,89481,89075,89192,86362,64114,59883,23,1,1,0,0,122443,55742,87772,112384,109182,87752,108917,36197,0,6,0
167607.7609,2021,발달상권,2120206,개나리아파트,6,4,30,4039,2082,5280,54,5,191,181,83,59,17,334,1090631,106362,163660,171110,171100,170922,164803,127691,121346,45,2,4,0,0,148412,153283,175037,237947,240740,138006,145618,33480,0,8,0
199421.7645,2021,발달상권,2120207,선정릉역,6,4,39,6763,3891,12151,180,9,582,558,227,219,81,219,1721109,179475,253590,267751,267863,266665,257552,208777,198912,72,4,4,0,0,323475,204672,311012,410091,350506,209607,235221,113485,201617,10,1
169121.7158,2021,발달상권,2120208,청담사거리(청담동명품거리),6,4,41,3265,1913,10577,45,0,25,134,69,226,35,240,1467990,149845,201018,220077,221735,223304,223164,204335,174358,93,5,7,0,0,331336,134125,269525,343451,287383,198420,235087,155591,0,8,0
214375.681,2021,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",6,4,23,1374,671,8984,20,12,39,78,9,9,57,251,562020,54751,81897,86580,86814,87334,86028,70585,62781,75,4,5,0,0,134148,92432,72430,101388,113897,79772,102101,46773,0,4,0
213099.6183,2021,발달상권,2120210,선릉역,6,4,89,4780,3339,48780,93,19,556,843,113,106,55,3,4717980,429604,707897,771410,770377,770386,735780,513140,448988,150,1,11,0,0,360433,567611,829640,1127675,958278,639079,595697,122031,776071,6,1
218418.779,2021,발달상권,2120211,도성초등학교,6,4,9,1638,726,984,23,0,58,51,24,61,42,102,1029586,107191,146820,149095,151315,150563,150536,147688,133567,27,0,1,0,0,72437,316654,125708,132863,200675,126793,126896,39759,0,4,0
131139.5917,2021,발달상권,2120212,한티역,6,4,16,1481,682,713,20,0,26,71,37,24,8,113,1005907,112787,139436,142071,142613,143122,145037,154369,139258,58,1,6,1,0,112734,340434,102126,99670,211249,128777,123650,143924,225630,4,1
192150.0076,2021,발달상권,2120213,삼성중앙역,6,4,30,4094,2304,8472,89,7,401,251,118,44,34,222,1594737,162621,233275,247664,250359,250676,241877,191118,179768,41,2,3,0,0,228925,125608,278923,402334,362290,207935,217646,48646,75005,3,1
275471.1674,2021,발달상권,2120214,영동대교남단교차로,6,4,15,761,321,3990,8,0,0,16,0,0,0,212,273556,25738,39839,42335,42746,42817,42058,34589,29173,11,0,1,0,0,89135,26469,40052,63335,55064,40940,47698,44400,0,2,0
138593.2767,2021,발달상권,2120215,포스코사거리,6,4,66,3513,2227,61656,29,0,132,602,98,158,114,288,2982660,257416,452913,496229,498540,496957,465990,299044,272988,92,0,17,0,0,318625,280837,534059,794007,678731,391292,303734,66659,0,7,0
67070.21087,2021,발달상권,2120216,경기고교사거리(경기고교앞사거리),6,4,15,218,151,4934,1,0,0,0,0,0,0,12,205067,17108,30052,31992,32438,32188,31569,25913,20915,31,0,4,0,0,71694,21948,28454,45213,40683,30323,38444,52634,0,5,0
180201.9819,2021,발달상권,2120217,대치사거리,6,4,15,3789,2015,2779,102,18,265,227,248,99,49,73,1353626,141820,195081,202444,202994,200944,195633,180782,175748,11,0,2,0,0,159410,364960,179983,211798,260533,177556,158795,46353,0,5,0
24857.09737,2021,발달상권,2120218,코엑스,6,4,24,28,17,290,0,0,0,0,0,0,0,0,47457,2648,6301,6842,7360,7621,7549,6378,5406,22,0,6,0,0,145396,3172,10123,13232,10493,5894,4543,40360,0,3,0
234479.2147,2021,발달상권,2120219,은마아파트,6,4,36,1039,418,17161,14,0,2,17,21,20,5,119,989598,116287,135183,134355,135317,135833,137930,161186,149795,57,0,6,0,0,149660,383389,107205,87072,170895,124582,116453,181587,0,6,0
117190.8535,2021,발달상권,2120220,대치역,6,4,21,831,255,5578,3,0,0,0,0,0,0,212,493352,53140,69393,70150,68283,70638,70685,76053,68147,72,1,8,0,0,163253,179391,42329,39304,95358,63335,73635,90491,188168,5,1
114194.6576,2021,발달상권,2120221,봉은사역,6,4,18,693,489,19513,7,0,5,42,7,6,18,99,381528,31358,56780,61234,61865,62031,59281,42337,38000,33,2,6,0,0,124925,45548,61081,88140,80487,49903,56369,103173,183453,6,1
113926.9735,2021,발달상권,2120222,삼성역,6,4,48,746,508,43324,8,0,2,3,4,9,28,53,955425,61009,147014,163750,165310,164631,153613,87887,73220,88,3,15,1,0,356336,87023,187990,263974,201305,116873,98258,273639,570090,12,1
27182.86413,2021,발달상권,2120223,휘문고교사거리,6,4,6,309,111,9166,9,0,0,9,13,11,10,40,224034,15341,34449,38088,38192,37774,34873,21563,19097,9,0,0,0,0,133569,34082,35116,53723,47660,28204,25248,41913,0,5,0
329436.5155,2021,발달상권,2120224,수서역,6,4,21,594,437,12418,0,0,0,0,0,0,0,0,215044,22280,32754,33527,33399,33532,33389,25277,23168,40,0,3,0,0,60183,23321,22655,34756,36174,32120,66019,76675,417276,6,1
98193.8913,2021,전통시장,2130303,영동전통시장,6,4,3,1142,728,242,19,0,118,77,24,11,2,2,385516,47769,54876,57786,58498,59018,59587,51777,43974,5,0,0,0,0,39097,17660,88981,100046,74393,48746,55692,0,0,0,0
165589.407,2021,전통시장,2130310,강남개포시장,6,4,9,112,83,298,0,0,0,0,0,0,0,0,205167,18203,28998,29823,30016,29698,30275,29153,27201,30,0,3,0,0,25363,45890,21107,22353,36201,31997,47620,12196,53401,2,1
228735.1413,2021,관광특구,1001496,강남 마이스 관광특구,6,4,12,29,18,15904,0,0,0,0,0,0,0,0,102294,5813,13986,15268,16222,16676,16343,12935,10865,34,1,8,1,0,237891,6685,21900,28948,22434,12589,9738,86706,0,5,0
37197.1,2022,발달상권,2120223,휘문고교사거리,6,1,4,309,111,9166,9,0,0,9,13,11,10,40,206155,14832,33335,32496,32631,35152,33859,20685,17996,9,0,0,0,0,133569,31600,32046,48311,44858,26340,23001,38268,0,5,0
531912.76,2022,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",6,1,10,1374,671,8984,20,12,39,78,9,9,57,251,633714,64482,93403,94351,95146,98377,97691,81785,72962,75,4,5,0,0,134148,107124,81416,110302,128227,91971,114672,42768,0,4,0
497132.8061,2022,발달상권,2120210,선릉역,6,1,40,4780,3339,48780,93,19,556,843,113,106,55,3,4654833,425921,722715,716615,721904,764703,748593,521154,459148,150,1,11,0,0,360433,562008,814414,1097135,956422,636710,588144,105445,696425,6,1
348854.2344,2022,발달상권,2120194,언주역(차병원),6,1,21,2599,1764,12628,63,3,393,309,93,29,35,102,1673923,159281,255425,253937,256328,268860,264035,197173,178165,67,1,3,0,0,242446,75687,367472,490218,336326,194374,209847,50694,102936,7,1
210218.8535,2022,발달상권,2120220,대치역,6,1,11,831,255,5578,3,0,0,0,0,0,0,212,523668,54418,73229,72337,71693,75666,77047,82022,71676,72,1,8,0,0,163253,210601,39840,39783,95665,64178,73603,88195,196652,5,1
364401.6593,2022,발달상권,2120201,도곡1동,6,1,9,1880,1108,11559,48,1,195,147,111,35,59,48,970366,99912,145465,144584,145350,149421,147691,121212,116641,36,0,5,0,0,169293,140465,154854,201844,191612,130689,150900,72124,0,6,0
596839.4451,2022,발달상권,2120187,신논현역,6,1,34,5512,3959,13076,62,2,347,225,71,46,10,114,2767171,282651,401911,403361,405719,422683,432474,381002,320021,154,3,7,0,0,382392,222580,723910,715025,500847,295150,309659,18824,482500,3,1
432466.8481,2022,발달상권,2120208,청담사거리(청담동명품거리),6,1,15,3265,1913,10577,45,0,25,134,69,226,35,240,1349245,132743,188121,196522,199131,206892,210828,187526,160223,93,5,7,0,0,331336,124044,244408,313210,267456,185047,215078,139602,0,8,0
138249.8794,2022,발달상권,2120216,경기고교사거리(경기고교앞사거리),6,1,7,218,151,4934,1,0,0,0,0,0,0,12,192922,16403,29142,29167,29305,30895,30615,24145,19654,31,0,4,0,0,71694,20667,27227,41760,38822,28787,35657,47823,0,5,0
157629.5576,2022,발달상권,2120221,봉은사역,6,1,11,693,489,19513,7,0,5,42,7,6,18,99,350493,29049,54766,54207,53753,57320,55648,39424,35373,33,2,6,0,0,124925,43370,54895,79038,74759,47278,51149,76789,157670,6,1
153980.9033,2022,발달상권,2120202,압구정로데오역(압구정로데오),6,1,20,1843,793,11735,15,0,10,3,4,0,26,534,1952805,167832,272060,283490,286030,304904,314651,277950,213720,77,1,4,2,0,265701,170157,457755,465943,359481,236528,262941,116085,264546,3,1
197188.4478,2022,발달상권,2120212,한티역,6,1,10,1481,682,713,20,0,26,71,37,24,8,113,1042248,114569,142415,144148,148215,149913,151250,160823,145485,58,1,6,1,0,112734,376270,98419,101458,216062,128986,121053,76132,225589,4,1
384022.0163,2022,발달상권,2120200,학동사거리,6,1,17,976,565,9363,13,4,29,24,9,10,2,79,1171034,94697,161997,173182,176241,187828,190235,160946,120605,78,1,4,0,0,266597,79891,277282,321572,229411,135096,127781,117888,0,4,0
1169604.937,2022,발달상권,2120199,경복아파트교차로,6,1,7,996,641,3830,18,0,111,58,16,2,0,147,553444,55648,83623,83389,84061,87971,85734,66405,62261,10,0,1,0,0,112742,37255,114199,151984,112807,67737,69464,13833,0,4,0
384310.55,2022,전통시장,2130310,강남개포시장,6,1,4,112,83,298,0,0,0,0,0,0,0,0,211820,18879,29637,30054,30929,30781,31410,30451,28559,30,0,3,0,0,25363,46318,21102,23708,37019,34027,49645,10826,47902,2,1
